Strategy,Full Kevin,Full Xeeshan,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_exp_332_c15_plus14_weak86000_lateexit_4000_4500_85200.py,skipped,skipped,"81,372",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_332_c15_plus14_weak86000_lateexit_4000_4500_85200_kevin_window,"81,372",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_332_c15_plus14_weak86000_lateexit_4000_4500_85200_xeeshan_window,pending
round4_exp_333_c15_plus14_weak86000_lateexit_4000_4500_86600.py,skipped,skipped,"81,754",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_333_c15_plus14_weak86000_lateexit_4000_4500_86600_kevin_window,"81,754",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_333_c15_plus14_weak86000_lateexit_4000_4500_86600_xeeshan_window,pending
round4_exp_334_c15_plus14_weak86000_lateexit_4000_4500_90000.py,skipped,skipped,"80,732",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_334_c15_plus14_weak86000_lateexit_4000_4500_90000_kevin_window,"80,732",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_334_c15_plus14_weak86000_lateexit_4000_4500_90000_xeeshan_window,pending
round4_exp_335_c15_plus14_weak86000_lateexit_4000_4500_92400.py,skipped,skipped,"74,828",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_335_c15_plus14_weak86000_lateexit_4000_4500_92400_kevin_window,"74,828",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_335_c15_plus14_weak86000_lateexit_4000_4500_92400_xeeshan_window,pending
round4_exp_336_c15_plus14_weak86000_lateexit_deep_far_85200.py,skipped,skipped,"81,172",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_336_c15_plus14_weak86000_lateexit_deep_far_85200_kevin_window,"81,172",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_336_c15_plus14_weak86000_lateexit_deep_far_85200_xeeshan_window,pending
round4_exp_337_c15_plus14_weak86000_lateexit_deep_far_90000.py,skipped,skipped,"80,476",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_337_c15_plus14_weak86000_lateexit_deep_far_90000_kevin_window,"80,476",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_337_c15_plus14_weak86000_lateexit_deep_far_90000_xeeshan_window,pending
round4_exp_338_c15_plus14_weak86000_lateexit_4000_90000.py,skipped,skipped,"81,870",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_338_c15_plus14_weak86000_lateexit_4000_90000_kevin_window,"81,870",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_338_c15_plus14_weak86000_lateexit_4000_90000_xeeshan_window,pending
round4_exp_339_c15_plus14_weak86000_lateexit_4500_90000.py,skipped,skipped,"82,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_339_c15_plus14_weak86000_lateexit_4500_90000_kevin_window,"82,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_339_c15_plus14_weak86000_lateexit_4500_90000_xeeshan_window,pending
round4_exp_340_c15_plus14_weak86000_lateexit_5400_5500_90000.py,skipped,skipped,"83,818",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_340_c15_plus14_weak86000_lateexit_5400_5500_90000_kevin_window,"83,818",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_340_c15_plus14_weak86000_lateexit_5400_5500_90000_xeeshan_window,pending
round4_exp_341_c15_plus14_weak86000_lateexit_all_90000.py,skipped,skipped,"80,476",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_341_c15_plus14_weak86000_lateexit_all_90000_kevin_window,"80,476",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_late_exit_reentry_window_20260428_011154\round4_exp_341_c15_plus14_weak86000_lateexit_all_90000_xeeshan_window,pending
