strategy,tool,suite,capped,block,pnl
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:0,9368.5
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:10000,439397.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:20000,1185560.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:30000,1132417.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:40000,2553383.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:50000,3944990.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:60000,4857537.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:70000,5645132.5
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:80000,7526272.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,False,4:90000,10586238.5
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:0,9368.5
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:10000,439397.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:20000,1185560.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:30000,1132417.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:40000,2553383.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:50000,3944990.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:60000,4857537.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:70000,5645132.5
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:80000,7526272.0
probe_c35_stack_anchor_microtri_uvamber.py,kevin,portal,True,4:90000,10586238.5
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:0,9071.5
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:10000,439332.0
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:20000,1185424.5
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:30000,1132798.0
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:40000,2553861.0
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:50000,3945155.0
probe_c35_stack_anchor_microtri_uvamber.py,xeeshan,portal,False,4:60000,4857621.5
