Strategy,Full Kevin,Full Xeeshan,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_exp_110_grid2_vfe72800_vev5000_72800.py,skipped,skipped,"80,946",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_110_grid2_vfe72800_vev5000_72800_kevin_window,"80,946",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_110_grid2_vfe72800_vev5000_72800_xeeshan_window,pending
round4_exp_111_grid2_vfe72800_vev5000_73000.py,skipped,skipped,"80,879",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_111_grid2_vfe72800_vev5000_73000_kevin_window,"80,879",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_111_grid2_vfe72800_vev5000_73000_xeeshan_window,pending
round4_exp_112_grid2_vfe72800_vev5000_73200.py,skipped,skipped,"80,617",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_112_grid2_vfe72800_vev5000_73200_kevin_window,"80,617",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_112_grid2_vfe72800_vev5000_73200_xeeshan_window,pending
round4_exp_113_grid2_vfe72800_vev5000_73400.py,skipped,skipped,"80,189",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_113_grid2_vfe72800_vev5000_73400_kevin_window,"80,189",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_113_grid2_vfe72800_vev5000_73400_xeeshan_window,pending
round4_exp_114_grid2_vfe72800_vev5000_73600.py,skipped,skipped,"79,961",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_114_grid2_vfe72800_vev5000_73600_kevin_window,"79,961",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_114_grid2_vfe72800_vev5000_73600_xeeshan_window,pending
round4_exp_115_grid2_vfe72800_vev5000_73800.py,skipped,skipped,"79,873",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_115_grid2_vfe72800_vev5000_73800_kevin_window,"79,873",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_115_grid2_vfe72800_vev5000_73800_xeeshan_window,pending
round4_exp_116_grid2_vfe72800_vev5000_74200.py,skipped,skipped,"79,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_116_grid2_vfe72800_vev5000_74200_kevin_window,"79,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_116_grid2_vfe72800_vev5000_74200_xeeshan_window,pending
round4_exp_117_grid2_vfe73000_vev5000_72800.py,skipped,skipped,"81,199",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_117_grid2_vfe73000_vev5000_72800_kevin_window,"81,199",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_117_grid2_vfe73000_vev5000_72800_xeeshan_window,pending
round4_exp_118_grid2_vfe73000_vev5000_73000.py,skipped,skipped,"81,132",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_118_grid2_vfe73000_vev5000_73000_kevin_window,"81,132",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_118_grid2_vfe73000_vev5000_73000_xeeshan_window,pending
round4_exp_119_grid2_vfe73000_vev5000_73200.py,skipped,skipped,"80,870",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_119_grid2_vfe73000_vev5000_73200_kevin_window,"80,870",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_vfe5000_grid2_window_20260427_231907\round4_exp_119_grid2_vfe73000_vev5000_73200_xeeshan_window,pending
