strategy,tool,suite,capped,block,pnl
round5_candidate_37.py,kevin,portal,False,4:0,-19503.0
round5_candidate_37.py,kevin,portal,False,4:10000,287251.5
round5_candidate_37.py,kevin,portal,False,4:20000,1404713.0
round5_candidate_37.py,kevin,portal,False,4:30000,1569400.0
round5_candidate_37.py,kevin,portal,False,4:40000,2694855.0
round5_candidate_37.py,kevin,portal,False,4:50000,3801598.5
round5_candidate_37.py,kevin,portal,False,4:60000,4854319.0
round5_candidate_37.py,kevin,portal,False,4:70000,5973555.0
round5_candidate_37.py,kevin,portal,False,4:80000,7840075.0
round5_candidate_37.py,kevin,portal,False,4:90000,10906402.5
round5_candidate_37.py,xeeshan,portal,False,4:0,-20208.0
round5_candidate_37.py,xeeshan,portal,False,4:10000,286988.0
round5_candidate_37.py,xeeshan,portal,False,4:20000,1404432.5
round5_candidate_37.py,xeeshan,portal,False,4:30000,1569674.5
round5_candidate_37.py,xeeshan,portal,False,4:40000,2694975.0
round5_candidate_37.py,xeeshan,portal,False,4:50000,3801747.0
round5_candidate_37.py,xeeshan,portal,False,4:60000,4854305.0
round5_candidate_37.py,xeeshan,portal,False,4:70000,5973289.0
round5_candidate_37.py,xeeshan,portal,False,4:80000,7839743.0
round5_candidate_37.py,xeeshan,portal,False,4:90000,10906816.0
round5_candidate_39.py,kevin,portal,False,4:0,128028.0
round5_candidate_39.py,kevin,portal,False,4:10000,509398.5
round5_candidate_39.py,kevin,portal,False,4:20000,1543459.0
round5_candidate_39.py,kevin,portal,False,4:30000,1728594.0
round5_candidate_39.py,kevin,portal,False,4:40000,3035657.5
round5_candidate_39.py,kevin,portal,False,4:50000,3965917.0
round5_candidate_39.py,kevin,portal,False,4:60000,4938382.5
round5_candidate_39.py,kevin,portal,False,4:70000,5995759.5
round5_candidate_39.py,kevin,portal,False,4:80000,7714509.0
round5_candidate_39.py,kevin,portal,False,4:90000,10741516.5
round5_candidate_39.py,xeeshan,portal,False,4:0,127642.0
round5_candidate_39.py,xeeshan,portal,False,4:10000,509349.5
round5_candidate_39.py,xeeshan,portal,False,4:20000,1543338.5
round5_candidate_39.py,xeeshan,portal,False,4:30000,1729005.0
round5_candidate_39.py,xeeshan,portal,False,4:40000,3036177.5
round5_candidate_39.py,xeeshan,portal,False,4:50000,3966082.0
round5_candidate_39.py,xeeshan,portal,False,4:60000,4938465.5
round5_candidate_39.py,xeeshan,portal,False,4:70000,5995868.5
round5_candidate_39.py,xeeshan,portal,False,4:80000,7714369.5
round5_candidate_39.py,xeeshan,portal,False,4:90000,10742087.5
round5_candidate_42.py,kevin,portal,False,4:0,132856.0
round5_candidate_42.py,kevin,portal,False,4:10000,558653.5
round5_candidate_42.py,kevin,portal,False,4:20000,1385081.5
round5_candidate_42.py,kevin,portal,False,4:30000,1486954.5
round5_candidate_42.py,kevin,portal,False,4:40000,2747721.5
round5_candidate_42.py,kevin,portal,False,4:50000,3923274.5
round5_candidate_42.py,kevin,portal,False,4:60000,4798841.5
round5_candidate_42.py,kevin,portal,False,4:70000,5495837.5
round5_candidate_42.py,kevin,portal,False,4:80000,6937941.5
round5_candidate_42.py,kevin,portal,False,4:90000,9881047.0
round5_candidate_42.py,xeeshan,portal,False,4:0,132485.0
round5_candidate_42.py,xeeshan,portal,False,4:10000,558794.5
round5_candidate_42.py,xeeshan,portal,False,4:20000,1385103.5
round5_candidate_42.py,xeeshan,portal,False,4:30000,1487371.5
round5_candidate_42.py,xeeshan,portal,False,4:40000,2748257.0
round5_candidate_42.py,xeeshan,portal,False,4:50000,3923442.5
round5_candidate_42.py,xeeshan,portal,False,4:60000,4799319.5
round5_candidate_42.py,xeeshan,portal,False,4:70000,5496230.5
round5_candidate_42.py,xeeshan,portal,False,4:80000,6937969.0
round5_candidate_42.py,xeeshan,portal,False,4:90000,9881571.0
round5_candidate_43.py,kevin,portal,False,4:0,84428.5
round5_candidate_43.py,kevin,portal,False,4:10000,537086.0
round5_candidate_43.py,kevin,portal,False,4:20000,1205589.0
round5_candidate_43.py,kevin,portal,False,4:30000,1206737.0
round5_candidate_43.py,kevin,portal,False,4:40000,2426606.0
round5_candidate_43.py,kevin,portal,False,4:50000,3410003.0
round5_candidate_43.py,kevin,portal,False,4:60000,4200769.0
round5_candidate_43.py,kevin,portal,False,4:70000,4778189.5
round5_candidate_43.py,kevin,portal,False,4:80000,6456443.0
round5_candidate_43.py,kevin,portal,False,4:90000,9638694.5
round5_candidate_43.py,xeeshan,portal,False,4:0,83876.5
round5_candidate_43.py,xeeshan,portal,False,4:10000,537211.0
round5_candidate_43.py,xeeshan,portal,False,4:20000,1205627.5
round5_candidate_43.py,xeeshan,portal,False,4:30000,1207146.5
round5_candidate_43.py,xeeshan,portal,False,4:40000,2427071.5
round5_candidate_43.py,xeeshan,portal,False,4:50000,3410165.0
round5_candidate_43.py,xeeshan,portal,False,4:60000,4201222.5
round5_candidate_43.py,xeeshan,portal,False,4:70000,4778574.5
round5_candidate_43.py,xeeshan,portal,False,4:80000,6456462.5
round5_candidate_43.py,xeeshan,portal,False,4:90000,9639762.0
