strategy,tool,suite,capped,block,pnl
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:0,77710.5
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:10000,491131.0
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:20000,1118291.5
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:30000,1116408.0
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:40000,2438036.5
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:50000,3610964.0
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:60000,4381403.5
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:70000,4631724.0
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:80000,6292594.5
probe_c35_anchor_near10000_all.py,kevin,portal,False,4:90000,9266039.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:0,77710.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:10000,491131.0
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:20000,1118291.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:30000,1116408.0
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:40000,2438036.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:50000,3610964.0
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:60000,4381403.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:70000,4631724.0
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:80000,6292594.5
probe_c35_anchor_near10000_all.py,kevin,portal,True,4:90000,9266039.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:0,77071.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:10000,491256.0
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:20000,1118314.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:30000,1116803.0
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:40000,2438472.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:50000,3611106.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:60000,4381743.0
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:70000,4632056.0
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:80000,6292582.5
probe_c35_anchor_near10000_all.py,xeeshan,portal,False,4:90000,9267030.0
probe_c35_anchor_near10000_all.py,xeeshan,portal,True,4:0,77071.5
