category,target,drivers,day,train_days,rmse,resid_std,resid_mean_abs,resid_min,resid_max,resid_next_return_corr,coef
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,"GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES",2,"2,3",388.27731526614,387.46629355757506,322.6422697658238,-924.3854767134872,833.3216372887819,-0.020423572982500637,"[9051.513343143251, -0.5752060379430817, 0.7507949603669618, 0.14598227333401992, -0.16854327806448596]"
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,"GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES",3,"2,3",307.74742274149105,306.72354213035925,249.75983852449068,-803.3637559330891,703.4718630403167,-0.01845743518859955,"[9051.513343143251, -0.5752060379430817, 0.7507949603669618, 0.14598227333401992, -0.16854327806448596]"
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,"GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES",4,"2,3",1904.2682782346003,607.8142637641923,1804.6604933491956,170.42578817279355,2707.4620338206423,-0.019072810984069443,"[9051.513343143251, -0.5752060379430817, 0.7507949603669618, 0.14598227333401992, -0.16854327806448596]"
MICROCHIP,MICROCHIP_CIRCLE,"MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",2,"2,3",190.61984721517015,189.37067619136712,132.9646326310434,-506.9325309093201,807.5147435963427,-0.03988625364131868,"[5711.994736059827, 0.1929325324283094, 0.1358974795443986, 0.023122813766519954, 0.005010813930630728]"
MICROCHIP,MICROCHIP_CIRCLE,"MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",3,"2,3",196.5341745356158,195.3228317663765,173.50761362478542,-399.302057701183,427.14043336782015,-0.021149598026048724,"[5711.994736059827, 0.1929325324283094, 0.1358974795443986, 0.023122813766519954, 0.005010813930630728]"
MICROCHIP,MICROCHIP_CIRCLE,"MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",4,"2,3",1387.338179918717,811.0990496323741,1137.3969110903588,-179.8721647052571,2462.393466633832,-0.00798317329024945,"[5711.994736059827, 0.1929325324283094, 0.1358974795443986, 0.023122813766519954, 0.005010813930630728]"
MICROCHIP,MICROCHIP_OVAL,"MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",2,"2,3",368.3818962233237,367.05878981174345,290.594709015201,-699.1745746432898,975.3435539132915,-0.015508836264817062,"[885.1255873292642, 0.5810910417212558, 0.3790228021177159, -0.15018778300561395, 0.15313998935015766]"
MICROCHIP,MICROCHIP_OVAL,"MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",3,"2,3",300.11779760692826,298.4922547628399,253.0787513497224,-672.6421790691511,581.0519191003823,-0.02096740834522295,"[885.1255873292642, 0.5810910417212558, 0.3790228021177159, -0.15018778300561395, 0.15313998935015766]"
MICROCHIP,MICROCHIP_OVAL,"MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",4,"2,3",2627.6676176522883,988.0004376723246,2434.8495321103005,-4027.5687298387256,-259.99919410126313,-0.013868176960273773,"[885.1255873292642, 0.5810910417212558, 0.3790228021177159, -0.15018778300561395, 0.15313998935015766]"
MICROCHIP,MICROCHIP_RECTANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",2,"2,3",275.71713919145634,275.51953078757197,223.319039414727,-640.0725713600914,890.7712989459906,-0.027353690485625658,"[8767.213878796276, 0.2696360551697268, 0.24968542123590304, -0.28322335024803114, -0.08662469244531146]"
MICROCHIP,MICROCHIP_RECTANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",3,"2,3",269.65239608082084,269.4503399767954,225.81117044279688,-559.9981789928115,819.6556083520609,-0.019194004892913674,"[8767.213878796276, 0.2696360551697268, 0.24968542123590304, -0.28322335024803114, -0.08662469244531146]"
MICROCHIP,MICROCHIP_RECTANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",4,"2,3",567.1211720599056,418.2614095112997,433.7935992084235,-319.78146510803344,1328.934544577858,-0.017166962232085425,"[8767.213878796276, 0.2696360551697268, 0.24968542123590304, -0.28322335024803114, -0.08662469244531146]"
MICROCHIP,MICROCHIP_SQUARE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",2,"2,3",701.9038450789513,666.577580936055,605.618208982177,-1462.5861812599233,1708.6498068712735,-0.016649221826127304,"[31216.44062474994, 0.2767878033542426, -0.5969007970412664, -1.708711572632692, -0.0043118199092270085]"
MICROCHIP,MICROCHIP_SQUARE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",3,"2,3",636.1182867159218,596.9113320790215,509.9598252742228,-1227.9076063085467,1885.115076938473,-0.02617635746835383,"[31216.44062474994, 0.2767878033542426, -0.5969007970412664, -1.708711572632692, -0.0043118199092270085]"
MICROCHIP,MICROCHIP_SQUARE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",4,"2,3",1475.713982383262,1102.798702192499,1170.9104593327097,-2911.1830541089657,1224.4130161687099,-0.007281245796567107,"[31216.44062474994, 0.2767878033542426, -0.5969007970412664, -1.708711572632692, -0.0043118199092270085]"
MICROCHIP,MICROCHIP_TRIANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE",2,"2,3",255.88710783308423,255.34907502551997,206.50271954181395,-749.6094405079202,652.7626977251803,-0.025177870906255756,"[9922.18695742114, 0.013027930036064813, 0.1321956116584944, -0.1135121329908768, -0.0009365295547097251]"
MICROCHIP,MICROCHIP_TRIANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE",3,"2,3",359.74877806313845,359.3662776042422,287.23431735644846,-1160.9602575844929,683.382522960439,-0.012691926854522948,"[9922.18695742114, 0.013027930036064813, 0.1321956116584944, -0.1135121329908768, -0.0009365295547097251]"
MICROCHIP,MICROCHIP_TRIANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE",4,"2,3",1340.2394050437774,327.72763855829334,1299.552329749404,-2090.9781885604098,-518.6940298001955,-0.01759348702014096,"[9922.18695742114, 0.013027930036064813, 0.1321956116584944, -0.1135121329908768, -0.0009365295547097251]"
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,"OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",2,"2,3",226.3302391591259,225.6658813860449,190.44526825962444,-563.7249027399484,639.7130036412618,-0.028347514007541232,"[13838.970997338038, -0.12449627910239755, -0.21947900387815417, -0.036801537320734976, -0.050191663362171575]"
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,"OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",3,"2,3",242.09299583959674,241.4720097620081,209.83885892412405,-442.9413646063422,649.5941699746745,-0.0230099434606555,"[13838.970997338038, -0.12449627910239755, -0.21947900387815417, -0.036801537320734976, -0.050191663362171575]"
OXYGEN_SHAKE,OXYGEN_SHAKE_CHOCOLATE,"OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",4,"2,3",1314.5688039141762,776.1544079214028,1087.9556437765266,-276.95857040124065,2281.275199339767,-0.008866273677918961,"[13838.970997338038, -0.12449627910239755, -0.21947900387815417, -0.036801537320734976, -0.050191663362171575]"
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",2,"2,3",280.73711886307314,267.8459677655461,232.13389460706702,-750.3492785433064,539.6628355396297,-0.0286034708829138,"[20234.84047277786, -0.1773626201583998, -0.5770899353224295, 0.07810704099150666, -0.3493838614274174]"
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",3,"2,3",278.67787213574337,265.68682496280564,230.20824070113105,-486.16401871714515,690.994143438651,-0.011605778740967578,"[20234.84047277786, -0.1773626201583998, -0.5770899353224295, 0.07810704099150666, -0.3493838614274174]"
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",4,"2,3",1117.3833080640861,457.5453540673019,1019.5724528570184,-53.81649333401219,1879.9196710279266,-0.013907835596668482,"[20234.84047277786, -0.1773626201583998, -0.5770899353224295, 0.07810704099150666, -0.3493838614274174]"
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",2,"2,3",280.9716015659609,233.98256866508058,219.37391933491122,-909.2254412051734,405.78585664830644,-0.01304347607096546,"[27097.347967043057, -0.5179749293112781, -0.9559904087803437, 0.2553952426559782, -0.4519809520553856]"
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",3,"2,3",424.5778788397022,395.05591598227477,351.5620411757883,-555.1921106567661,984.1394991533489,-0.020948124349489367,"[27097.347967043057, -0.5179749293112781, -0.9559904087803437, 0.2553952426559782, -0.4519809520553856]"
OXYGEN_SHAKE,OXYGEN_SHAKE_GARLIC,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH",4,"2,3",2140.140410856345,883.9028446376469,1949.198252985125,-49.81707396076672,3420.0406632482445,-0.008786805925328415,"[27097.347967043057, -0.5179749293112781, -0.9559904087803437, 0.2553952426559782, -0.4519809520553856]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH",2,"2,3",270.2555885705805,241.90122184251823,223.51308895583753,-586.2816165486256,433.64415289480166,-0.020533366686893217,"[8589.464555224922, -0.047241304237836186, 0.07037856040862944, 0.13891622149047436, -0.029858076916168163]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH",3,"2,3",260.6796039412522,231.1535720819454,210.03418819801882,-472.156172199866,725.9454569560421,-0.01547277661703388,"[8589.464555224922, -0.047241304237836186, 0.07037856040862944, 0.13891622149047436, -0.029858076916168163]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH",4,"2,3",1059.3159824509753,506.07381859156675,930.6133368107354,-1841.75797470408,4.141995422738546,-0.005659751971693985,"[8589.464555224922, -0.047241304237836186, 0.07037856040862944, 0.13891622149047436, -0.029858076916168163]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT",2,"2,3",282.6891524372874,282.5751778866437,241.84446572576655,-630.3065725252709,631.4988438210912,-0.02348461347992299,"[32576.72783697854, -0.2177999091128395, -1.0641999194226237, -0.8310563627809272, -0.10093272997491493]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT",3,"2,3",629.8398943053933,629.7887476849564,529.3907529657063,-1265.5543594373466,1332.380793223063,-0.012594695318801086,"[32576.72783697854, -0.2177999091128395, -1.0641999194226237, -0.8310563627809272, -0.10093272997491493]"
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,"OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT",4,"2,3",1064.4487792113944,667.9721427623231,913.1101775986868,-582.7247198138593,2156.954960451032,-0.00036411298062117106,"[32576.72783697854, -0.2177999091128395, -1.0641999194226237, -0.8310563627809272, -0.10093272997491493]"
PANEL,PANEL_1X2,"PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4",2,"2,3",307.77379293870354,279.8627060287335,241.87530487008846,-691.3509976896785,934.407864979712,-0.015636449930893307,"[2093.9825550992764, -0.19037558801120463, 0.2642535657722777, -0.5438160149789345, 1.2103689161843971]"
PANEL,PANEL_1X2,"PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4",3,"2,3",340.8428905083116,315.8675396679927,282.63679168393475,-940.6017471527903,592.2363200105301,-0.010878156313437018,"[2093.9825550992764, -0.19037558801120463, 0.2642535657722777, -0.5438160149789345, 1.2103689161843971]"
PANEL,PANEL_1X2,"PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4",4,"2,3",1461.7917571554929,1242.7470931628675,1295.9289828846022,-1768.5101658442472,2573.4888883630265,-0.002075767982905241,"[2093.9825550992764, -0.19037558801120463, 0.2642535657722777, -0.5438160149789345, 1.2103689161843971]"
PANEL,PANEL_1X4,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",2,"2,3",551.9900898565257,519.3806715476591,445.41634040087797,-757.2531018478257,1471.2653535646023,0.008853249473264208,"[13914.113977803721, -0.6496357322109407, 0.29578350176860174, -0.7739024762211006, 0.7279819807919742]"
PANEL,PANEL_1X4,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",3,"2,3",644.1856376183972,616.4725122755375,533.5928359804211,-1531.9837068730649,1076.2223497995092,-0.02322720323394516,"[13914.113977803721, -0.6496357322109407, 0.29578350176860174, -0.7739024762211006, 0.7279819807919742]"
PANEL,PANEL_1X4,"PANEL_1X2,PANEL_2X2,PANEL_2X4,PANEL_4X4",4,"2,3",1036.3803268014053,1033.4772491424017,884.1997753134949,-2201.842207869453,1748.980377938914,0.015233849026934653,"[13914.113977803721, -0.6496357322109407, 0.29578350176860174, -0.7739024762211006, 0.7279819807919742]"
PANEL,PANEL_2X2,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",2,"2,3",203.11535224091065,202.74353481153824,163.22417398407728,-586.8227143020722,560.4734683850656,-0.029853156734755446,"[14491.841057035092, 0.15392171229475332, 0.05048871634982751, 0.22198199007788066, -0.896643172573045]"
PANEL,PANEL_2X2,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",3,"2,3",285.63577903432406,285.3714997270647,233.52113373780892,-716.9143616933488,551.0408660887697,-0.01689541327654647,"[14491.841057035092, 0.15392171229475332, 0.05048871634982751, 0.22198199007788066, -0.896643172573045]"
PANEL,PANEL_2X2,"PANEL_1X2,PANEL_1X4,PANEL_2X4,PANEL_4X4",4,"2,3",1368.163704673959,622.3548992116002,1219.794081812245,-2153.6681821857,119.49800018593487,-0.021975666935965442,"[14491.841057035092, 0.15392171229475332, 0.05048871634982751, 0.22198199007788066, -0.896643172573045]"
PANEL,PANEL_2X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_4X4",2,"2,3",366.1458386619291,366.14365670309076,309.45506278063425,-765.710764168909,823.488921856966,-0.012315597701026831,"[8149.720102079496, -0.589941558796949, -0.24602802919177436, 0.41342402334579276, 0.6396900709863269]"
PANEL,PANEL_2X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_4X4",3,"2,3",307.77242474991886,307.76982894836846,260.0727662198817,-759.203055743159,591.7709288562382,-0.01637472490658451,"[8149.720102079496, -0.589941558796949, -0.24602802919177436, 0.41342402334579276, 0.6396900709863269]"
PANEL,PANEL_2X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_4X4",4,"2,3",1572.1427282311863,967.3692198715472,1371.5734323356924,-806.6770461902252,2681.0036085161883,-0.006757622083312928,"[8149.720102079496, -0.589941558796949, -0.24602802919177436, 0.41342402334579276, 0.6396900709863269]"
PANEL,PANEL_4X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4",2,"2,3",177.44764392135662,176.78330241755884,144.1656209671402,-485.5004690420101,495.7342762419248,-0.03345273069317511,"[8627.941827798146, 0.3729808221288061, 0.06574015486231087, -0.47436141532476966, 0.18171105568132248]"
PANEL,PANEL_4X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4",3,"2,3",183.03473727630976,182.39074738107098,156.21700750928977,-438.8771837881195,365.96588092189813,-0.020217326569716698,"[8627.941827798146, 0.3729808221288061, 0.06574015486231087, -0.47436141532476966, 0.18171105568132248]"
PANEL,PANEL_4X4,"PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4",4,"2,3",952.1903534919559,741.0638285917856,843.3859516925685,-1602.8972613630103,926.7116189937769,0.0010318600315047553,"[8627.941827798146, 0.3729808221288061, 0.06574015486231087, -0.47436141532476966, 0.18171105568132248]"
PEBBLES,PEBBLES_L,"PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",2,"2,3",2.8157352707313272,2.8157177298556104,0.8324350968713007,-18.473918883868464,16.098751185365472,-0.026388574725844632,"[50001.5597454715, -1.0000545067987723, -1.0000463467973706, -1.0000246843141336, -1.0000411493053853]"
PEBBLES,PEBBLES_L,"PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",3,"2,3",2.7575635317969605,2.7575456208881968,0.7897210105539963,-18.48321587215287,16.56408247190484,-0.03840258532805222,"[50001.5597454715, -1.0000545067987723, -1.0000463467973706, -1.0000246843141336, -1.0000411493053853]"
PEBBLES,PEBBLES_L,"PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",4,"2,3",2.8221365723541934,2.8217485442614376,0.8024219132380754,-18.481200025045837,16.022387668392184,-0.030418307600527675,"[50001.5597454715, -1.0000545067987723, -1.0000463467973706, -1.0000246843141336, -1.0000411493053853]"
PEBBLES,PEBBLES_M,"PEBBLES_L,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",2,"2,3",2.815452175172899,2.8154498871305376,0.8352916452613863,-18.509824599383137,16.115119387182858,-0.04120785472656447,"[49996.55688739834, -0.9998546050626206, -0.9999345633607024, -0.9999262695673444, -0.9999523761246143]"
PEBBLES,PEBBLES_M,"PEBBLES_L,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",3,"2,3",2.7572896088769463,2.757287272570301,0.7916078841839893,-18.535155872099494,16.58102139057155,-0.02159159491550965,"[49996.55688739834, -0.9998546050626206, -0.9999345633607024, -0.9999262695673444, -0.9999523761246143]"
PEBBLES,PEBBLES_M,"PEBBLES_L,PEBBLES_S,PEBBLES_XL,PEBBLES_XS",4,"2,3",2.8226694515445736,2.822544930960819,0.8174035399104381,-18.49038774598739,16.027636658058327,-0.037037419040539074,"[49996.55688739834, -0.9998546050626206, -0.9999345633607024, -0.9999262695673444, -0.9999523761246143]"
PEBBLES,PEBBLES_S,"PEBBLES_L,PEBBLES_M,PEBBLES_XL,PEBBLES_XS",2,"2,3",2.8153994137433402,2.815385407306085,0.8331693887069473,-18.494747164437285,16.11623870933181,-0.0421990633321976,"[49995.78739677528, -0.9998464721107734, -0.9999345887813855, -0.9999059141275458, -0.9999030399419194]"
PEBBLES,PEBBLES_S,"PEBBLES_L,PEBBLES_M,PEBBLES_XL,PEBBLES_XS",3,"2,3",2.7573435538202844,2.7573292524760427,0.7924040114860956,-18.496800596089088,16.599948729710377,-0.03837707148068146,"[49995.78739677528, -0.9998464721107734, -0.9999345887813855, -0.9999059141275458, -0.9999030399419194]"
