scope,product,category,signal_family,model_type,horizon,passive_proxy_pnl,taker_proxy_pnl,signal_corr,positive_days,day_count,positive_blocks,block_count,bidirectional
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,pca_factor_residual,factor/research-only,1,-24722.0,-63547.5,0.003298812364292016,0,1,2,8,0
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,order_book_imbalance,microstructure,1,35960.5,30058.1,0.05875438707521971,3,3,28,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,microstructure,1,35960.5,30058.1,0.05735318959627607,3,3,28,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,spread_depth_imbalance,microstructure,1,35960.5,30058.1,0.059182578404878915,3,3,28,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,lead_lag_from:GALAXY_SOUNDS_DARK_MATTER,lead-lag,1,-20718.0,-59395.649999999994,-0.00819594195857084,0,3,8,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,lead_lag_from:GALAXY_SOUNDS_PLANETARY_RINGS,lead-lag,1,-25353.75,-67206.4,-0.0007496092764743326,0,3,8,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,lead_lag_from:GALAXY_SOUNDS_SOLAR_WINDS,lead-lag,1,-31386.75,-54612.350000000006,-0.0047429039405862,0,3,8,30,1
full,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,lead_lag_from:GALAXY_SOUNDS_SOLAR_FLAMES,lead-lag,1,-22684.25,-63159.24999999999,0.00028890802985297675,0,3,11,30,1
full,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,momentum,statistical/time-series,1,-32614.25,-67395.04999999999,-0.004004158559314426,0,3,5,30,1
full,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,reversal,statistical/time-series,1,-5574.25,-40505.05,0.004004158559314426,1,3,13,30,1
