product,max_drawdown,min_pnl,max_pnl,strategy,scope,category,component
TRANSLATOR_VOID_BLUE,-979.5,-409.0,1456.0,round5_candidate_22.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,0.0,0.0,0.0,round5_candidate_22.py,portal,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_MAGENTA,0.0,0.0,0.0,round5_candidate_22.py,portal,UV_VISOR,other
UV_VISOR_ORANGE,-1640.0,-315.0,5290.0,round5_candidate_22.py,portal,UV_VISOR,unresolved_non_pebbles
UV_VISOR_RED,0.0,0.0,0.0,round5_candidate_22.py,portal,UV_VISOR,other
UV_VISOR_YELLOW,0.0,0.0,0.0,round5_candidate_22.py,portal,UV_VISOR,other
GALAXY_SOUNDS_BLACK_HOLES,0.0,0.0,0.0,round5_candidate_22.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_DARK_MATTER,0.0,0.0,0.0,round5_candidate_22.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_PLANETARY_RINGS,0.0,0.0,0.0,round5_candidate_22.py,full,GALAXY_SOUNDS,long_horizon_non_pebbles
GALAXY_SOUNDS_SOLAR_FLAMES,0.0,0.0,0.0,round5_candidate_22.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_SOLAR_WINDS,0.0,0.0,0.0,round5_candidate_22.py,full,GALAXY_SOUNDS,other
MICROCHIP_CIRCLE,0.0,0.0,0.0,round5_candidate_22.py,full,MICROCHIP,other
MICROCHIP_OVAL,0.0,0.0,0.0,round5_candidate_22.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,-21772.5,-4919.0,16853.5,round5_candidate_22.py,full,MICROCHIP,unresolved_non_pebbles
MICROCHIP_SQUARE,0.0,0.0,0.0,round5_candidate_22.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,0.0,0.0,0.0,round5_candidate_22.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_CHOCOLATE,0.0,0.0,0.0,round5_candidate_22.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_EVENING_BREATH,0.0,0.0,0.0,round5_candidate_22.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
OXYGEN_SHAKE_GARLIC,0.0,0.0,0.0,round5_candidate_22.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MINT,0.0,0.0,0.0,round5_candidate_22.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MORNING_BREATH,0.0,0.0,0.0,round5_candidate_22.py,full,OXYGEN_SHAKE,other
PANEL_1X2,0.0,0.0,0.0,round5_candidate_22.py,full,PANEL,other
PANEL_1X4,0.0,0.0,0.0,round5_candidate_22.py,full,PANEL,other
PANEL_2X2,0.0,0.0,0.0,round5_candidate_22.py,full,PANEL,other
PANEL_2X4,-23395.0,-22343.0,1052.0,round5_candidate_22.py,full,PANEL,unresolved_non_pebbles
PANEL_4X4,0.0,0.0,0.0,round5_candidate_22.py,full,PANEL,other
PEBBLES_L,0.0,0.0,0.0,round5_candidate_22.py,full,PEBBLES,pebbles
PEBBLES_M,0.0,0.0,0.0,round5_candidate_22.py,full,PEBBLES,pebbles
PEBBLES_S,0.0,0.0,0.0,round5_candidate_22.py,full,PEBBLES,pebbles
PEBBLES_XL,0.0,0.0,0.0,round5_candidate_22.py,full,PEBBLES,pebbles
PEBBLES_XS,0.0,0.0,0.0,round5_candidate_22.py,full,PEBBLES,pebbles
ROBOT_DISHES,0.0,0.0,0.0,round5_candidate_22.py,full,ROBOT,other
ROBOT_IRONING,0.0,0.0,0.0,round5_candidate_22.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,0.0,0.0,0.0,round5_candidate_22.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_MOPPING,-14957.0,-13739.0,9394.0,round5_candidate_22.py,full,ROBOT,unresolved_non_pebbles
ROBOT_VACUUMING,0.0,0.0,0.0,round5_candidate_22.py,full,ROBOT,other
SLEEP_POD_COTTON,-9468.0,-7543.5,10321.0,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,-29169.5,-24537.5,4632.0,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,-12088.5,-6662.0,16120.0,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,-10252.0,-9805.0,21796.0,round5_candidate_22.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_SUEDE,0.0,0.0,0.0,round5_candidate_22.py,full,SLEEP_POD,long_horizon_non_pebbles
SNACKPACK_CHOCOLATE,0.0,0.0,0.0,round5_candidate_22.py,full,SNACKPACK,other
SNACKPACK_PISTACHIO,0.0,0.0,0.0,round5_candidate_22.py,full,SNACKPACK,other
SNACKPACK_RASPBERRY,0.0,0.0,0.0,round5_candidate_22.py,full,SNACKPACK,other
SNACKPACK_STRAWBERRY,0.0,0.0,0.0,round5_candidate_22.py,full,SNACKPACK,other
SNACKPACK_VANILLA,0.0,0.0,0.0,round5_candidate_22.py,full,SNACKPACK,other
TRANSLATOR_ASTRO_BLACK,0.0,0.0,0.0,round5_candidate_22.py,full,TRANSLATOR,other
TRANSLATOR_ECLIPSE_CHARCOAL,0.0,0.0,0.0,round5_candidate_22.py,full,TRANSLATOR,other
TRANSLATOR_GRAPHITE_MIST,-12696.0,-11452.0,1244.0,round5_candidate_22.py,full,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_SPACE_GRAY,0.0,0.0,0.0,round5_candidate_22.py,full,TRANSLATOR,other
TRANSLATOR_VOID_BLUE,-9915.0,-4998.0,11799.5,round5_candidate_22.py,full,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,0.0,0.0,0.0,round5_candidate_22.py,full,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_MAGENTA,0.0,0.0,0.0,round5_candidate_22.py,full,UV_VISOR,other
UV_VISOR_ORANGE,-10984.5,-8125.5,12884.5,round5_candidate_22.py,full,UV_VISOR,unresolved_non_pebbles
UV_VISOR_RED,0.0,0.0,0.0,round5_candidate_22.py,full,UV_VISOR,other
UV_VISOR_YELLOW,0.0,0.0,0.0,round5_candidate_22.py,full,UV_VISOR,other
GALAXY_SOUNDS_BLACK_HOLES,0.0,0.0,0.0,round5_candidate_23.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_DARK_MATTER,0.0,0.0,0.0,round5_candidate_23.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_PLANETARY_RINGS,-1048.0,-330.5,2486.5,round5_candidate_23.py,portal,GALAXY_SOUNDS,long_horizon_non_pebbles
GALAXY_SOUNDS_SOLAR_FLAMES,0.0,0.0,0.0,round5_candidate_23.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_SOLAR_WINDS,0.0,0.0,0.0,round5_candidate_23.py,portal,GALAXY_SOUNDS,other
MICROCHIP_CIRCLE,0.0,0.0,0.0,round5_candidate_23.py,portal,MICROCHIP,other
MICROCHIP_OVAL,-1210.0,-319.5,3406.0,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,0.0,0.0,0.0,round5_candidate_23.py,portal,MICROCHIP,unresolved_non_pebbles
MICROCHIP_SQUARE,-2030.0,-440.0,5682.0,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,-2510.0,-1660.0,1190.0,round5_candidate_23.py,portal,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_CHOCOLATE,0.0,0.0,0.0,round5_candidate_23.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_EVENING_BREATH,-1720.0,-300.0,1590.0,round5_candidate_23.py,portal,OXYGEN_SHAKE,long_horizon_non_pebbles
OXYGEN_SHAKE_GARLIC,0.0,0.0,0.0,round5_candidate_23.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MINT,0.0,0.0,0.0,round5_candidate_23.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MORNING_BREATH,0.0,0.0,0.0,round5_candidate_23.py,portal,OXYGEN_SHAKE,other
PANEL_1X2,0.0,0.0,0.0,round5_candidate_23.py,portal,PANEL,other
PANEL_1X4,0.0,0.0,0.0,round5_candidate_23.py,portal,PANEL,other
PANEL_2X2,0.0,0.0,0.0,round5_candidate_23.py,portal,PANEL,other
PANEL_2X4,0.0,0.0,0.0,round5_candidate_23.py,portal,PANEL,unresolved_non_pebbles
PANEL_4X4,0.0,0.0,0.0,round5_candidate_23.py,portal,PANEL,other
PEBBLES_L,-4070.0,-3550.0,880.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_M,-3555.0,-3135.0,3710.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_S,-2355.0,-115.0,11650.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_XL,-8010.0,-1425.0,10575.0,round5_candidate_23.py,portal,PEBBLES,pebbles
PEBBLES_XS,-5990.0,-2555.0,3565.0,round5_candidate_23.py,portal,PEBBLES,pebbles
ROBOT_DISHES,0.0,0.0,0.0,round5_candidate_23.py,portal,ROBOT,other
ROBOT_IRONING,-1300.0,-6.0,2636.0,round5_candidate_23.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,-781.0,-21.5,1213.0,round5_candidate_23.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_MOPPING,0.0,0.0,0.0,round5_candidate_23.py,portal,ROBOT,unresolved_non_pebbles
ROBOT_VACUUMING,0.0,0.0,0.0,round5_candidate_23.py,portal,ROBOT,other
SLEEP_POD_COTTON,0.0,0.0,0.0,round5_candidate_23.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,0.0,0.0,0.0,round5_candidate_23.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,0.0,0.0,0.0,round5_candidate_23.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,0.0,0.0,0.0,round5_candidate_23.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_SUEDE,-1346.5,-323.5,3047.0,round5_candidate_23.py,portal,SLEEP_POD,long_horizon_non_pebbles
SNACKPACK_CHOCOLATE,0.0,0.0,0.0,round5_candidate_23.py,portal,SNACKPACK,other
SNACKPACK_PISTACHIO,0.0,0.0,0.0,round5_candidate_23.py,portal,SNACKPACK,other
SNACKPACK_RASPBERRY,0.0,0.0,0.0,round5_candidate_23.py,portal,SNACKPACK,other
SNACKPACK_STRAWBERRY,0.0,0.0,0.0,round5_candidate_23.py,portal,SNACKPACK,other
SNACKPACK_VANILLA,0.0,0.0,0.0,round5_candidate_23.py,portal,SNACKPACK,other
TRANSLATOR_ASTRO_BLACK,0.0,0.0,0.0,round5_candidate_23.py,portal,TRANSLATOR,other
TRANSLATOR_ECLIPSE_CHARCOAL,0.0,0.0,0.0,round5_candidate_23.py,portal,TRANSLATOR,other
TRANSLATOR_GRAPHITE_MIST,0.0,0.0,0.0,round5_candidate_23.py,portal,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_SPACE_GRAY,0.0,0.0,0.0,round5_candidate_23.py,portal,TRANSLATOR,other
TRANSLATOR_VOID_BLUE,0.0,0.0,0.0,round5_candidate_23.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,-1171.0,-6.0,1390.5,round5_candidate_23.py,portal,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_MAGENTA,0.0,0.0,0.0,round5_candidate_23.py,portal,UV_VISOR,other
UV_VISOR_ORANGE,0.0,0.0,0.0,round5_candidate_23.py,portal,UV_VISOR,unresolved_non_pebbles
UV_VISOR_RED,0.0,0.0,0.0,round5_candidate_23.py,portal,UV_VISOR,other
UV_VISOR_YELLOW,0.0,0.0,0.0,round5_candidate_23.py,portal,UV_VISOR,other
GALAXY_SOUNDS_BLACK_HOLES,0.0,0.0,0.0,round5_candidate_23.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_DARK_MATTER,0.0,0.0,0.0,round5_candidate_23.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_PLANETARY_RINGS,-7129.5,-2497.0,29512.0,round5_candidate_23.py,full,GALAXY_SOUNDS,long_horizon_non_pebbles
GALAXY_SOUNDS_SOLAR_FLAMES,0.0,0.0,0.0,round5_candidate_23.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_SOLAR_WINDS,0.0,0.0,0.0,round5_candidate_23.py,full,GALAXY_SOUNDS,other
MICROCHIP_CIRCLE,0.0,0.0,0.0,round5_candidate_23.py,full,MICROCHIP,other
MICROCHIP_OVAL,-18287.0,-12922.0,5365.0,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,0.0,0.0,0.0,round5_candidate_23.py,full,MICROCHIP,unresolved_non_pebbles
MICROCHIP_SQUARE,-30638.0,-21735.0,10442.5,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,-10075.0,-3644.0,8540.0,round5_candidate_23.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_CHOCOLATE,0.0,0.0,0.0,round5_candidate_23.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_EVENING_BREATH,-9802.0,-2317.0,10041.0,round5_candidate_23.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
OXYGEN_SHAKE_GARLIC,0.0,0.0,0.0,round5_candidate_23.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MINT,0.0,0.0,0.0,round5_candidate_23.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MORNING_BREATH,0.0,0.0,0.0,round5_candidate_23.py,full,OXYGEN_SHAKE,other
PANEL_1X2,0.0,0.0,0.0,round5_candidate_23.py,full,PANEL,other
PANEL_1X4,0.0,0.0,0.0,round5_candidate_23.py,full,PANEL,other
PANEL_2X2,0.0,0.0,0.0,round5_candidate_23.py,full,PANEL,other
PANEL_2X4,0.0,0.0,0.0,round5_candidate_23.py,full,PANEL,unresolved_non_pebbles
PANEL_4X4,0.0,0.0,0.0,round5_candidate_23.py,full,PANEL,other
PEBBLES_L,-26940.5,-5769.0,28181.5,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_M,-15445.0,-5226.0,29909.0,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_S,-13140.0,-5210.0,82302.0,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_XL,-45415.0,-3717.0,41698.0,round5_candidate_23.py,full,PEBBLES,pebbles
PEBBLES_XS,-30733.0,-5173.0,25560.0,round5_candidate_23.py,full,PEBBLES,pebbles
ROBOT_DISHES,0.0,0.0,0.0,round5_candidate_23.py,full,ROBOT,other
ROBOT_IRONING,-6761.0,-1866.0,22858.0,round5_candidate_23.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,-9243.5,-4903.5,4340.0,round5_candidate_23.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_MOPPING,0.0,0.0,0.0,round5_candidate_23.py,full,ROBOT,unresolved_non_pebbles
ROBOT_VACUUMING,0.0,0.0,0.0,round5_candidate_23.py,full,ROBOT,other
SLEEP_POD_COTTON,0.0,0.0,0.0,round5_candidate_23.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,0.0,0.0,0.0,round5_candidate_23.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,0.0,0.0,0.0,round5_candidate_23.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,0.0,0.0,0.0,round5_candidate_23.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_SUEDE,-12277.0,-4614.0,9922.0,round5_candidate_23.py,full,SLEEP_POD,long_horizon_non_pebbles
SNACKPACK_CHOCOLATE,0.0,0.0,0.0,round5_candidate_23.py,full,SNACKPACK,other
SNACKPACK_PISTACHIO,0.0,0.0,0.0,round5_candidate_23.py,full,SNACKPACK,other
SNACKPACK_RASPBERRY,0.0,0.0,0.0,round5_candidate_23.py,full,SNACKPACK,other
SNACKPACK_STRAWBERRY,0.0,0.0,0.0,round5_candidate_23.py,full,SNACKPACK,other
SNACKPACK_VANILLA,0.0,0.0,0.0,round5_candidate_23.py,full,SNACKPACK,other
TRANSLATOR_ASTRO_BLACK,0.0,0.0,0.0,round5_candidate_23.py,full,TRANSLATOR,other
TRANSLATOR_ECLIPSE_CHARCOAL,0.0,0.0,0.0,round5_candidate_23.py,full,TRANSLATOR,other
TRANSLATOR_GRAPHITE_MIST,0.0,0.0,0.0,round5_candidate_23.py,full,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_SPACE_GRAY,0.0,0.0,0.0,round5_candidate_23.py,full,TRANSLATOR,other
TRANSLATOR_VOID_BLUE,0.0,0.0,0.0,round5_candidate_23.py,full,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,-10561.5,-1457.0,9561.5,round5_candidate_23.py,full,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_MAGENTA,0.0,0.0,0.0,round5_candidate_23.py,full,UV_VISOR,other
UV_VISOR_ORANGE,0.0,0.0,0.0,round5_candidate_23.py,full,UV_VISOR,unresolved_non_pebbles
UV_VISOR_RED,0.0,0.0,0.0,round5_candidate_23.py,full,UV_VISOR,other
UV_VISOR_YELLOW,0.0,0.0,0.0,round5_candidate_23.py,full,UV_VISOR,other
GALAXY_SOUNDS_BLACK_HOLES,0.0,0.0,0.0,round5_candidate_24.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_DARK_MATTER,0.0,0.0,0.0,round5_candidate_24.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_PLANETARY_RINGS,0.0,0.0,0.0,round5_candidate_24.py,portal,GALAXY_SOUNDS,long_horizon_non_pebbles
GALAXY_SOUNDS_SOLAR_FLAMES,0.0,0.0,0.0,round5_candidate_24.py,portal,GALAXY_SOUNDS,other
GALAXY_SOUNDS_SOLAR_WINDS,0.0,0.0,0.0,round5_candidate_24.py,portal,GALAXY_SOUNDS,other
MICROCHIP_CIRCLE,0.0,0.0,0.0,round5_candidate_24.py,portal,MICROCHIP,other
MICROCHIP_OVAL,0.0,0.0,0.0,round5_candidate_24.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,-1530.0,-427.0,1848.0,round5_candidate_24.py,portal,MICROCHIP,unresolved_non_pebbles
MICROCHIP_SQUARE,0.0,0.0,0.0,round5_candidate_24.py,portal,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,0.0,0.0,0.0,round5_candidate_24.py,portal,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_CHOCOLATE,0.0,0.0,0.0,round5_candidate_24.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_EVENING_BREATH,0.0,0.0,0.0,round5_candidate_24.py,portal,OXYGEN_SHAKE,long_horizon_non_pebbles
OXYGEN_SHAKE_GARLIC,0.0,0.0,0.0,round5_candidate_24.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MINT,0.0,0.0,0.0,round5_candidate_24.py,portal,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MORNING_BREATH,0.0,0.0,0.0,round5_candidate_24.py,portal,OXYGEN_SHAKE,other
PANEL_1X2,0.0,0.0,0.0,round5_candidate_24.py,portal,PANEL,other
PANEL_1X4,0.0,0.0,0.0,round5_candidate_24.py,portal,PANEL,other
PANEL_2X2,0.0,0.0,0.0,round5_candidate_24.py,portal,PANEL,other
PANEL_2X4,-374.5,-127.0,2073.0,round5_candidate_24.py,portal,PANEL,unresolved_non_pebbles
PANEL_4X4,0.0,0.0,0.0,round5_candidate_24.py,portal,PANEL,other
PEBBLES_L,-4070.0,-3550.0,880.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_M,-3555.0,-3135.0,3710.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_S,-2355.0,-115.0,11650.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_XL,-8010.0,-1425.0,10575.0,round5_candidate_24.py,portal,PEBBLES,pebbles
PEBBLES_XS,-5990.0,-2555.0,3565.0,round5_candidate_24.py,portal,PEBBLES,pebbles
ROBOT_DISHES,0.0,0.0,0.0,round5_candidate_24.py,portal,ROBOT,other
ROBOT_IRONING,0.0,0.0,0.0,round5_candidate_24.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,0.0,0.0,0.0,round5_candidate_24.py,portal,ROBOT,long_horizon_non_pebbles
ROBOT_MOPPING,-2125.0,-444.5,3330.0,round5_candidate_24.py,portal,ROBOT,unresolved_non_pebbles
ROBOT_VACUUMING,0.0,0.0,0.0,round5_candidate_24.py,portal,ROBOT,other
SLEEP_POD_COTTON,-2015.0,-768.5,3790.0,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,-1486.5,-338.0,3674.5,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,-1068.0,-238.5,882.5,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,-2950.5,-343.5,2876.0,round5_candidate_24.py,portal,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_SUEDE,0.0,0.0,0.0,round5_candidate_24.py,portal,SLEEP_POD,long_horizon_non_pebbles
SNACKPACK_CHOCOLATE,0.0,0.0,0.0,round5_candidate_24.py,portal,SNACKPACK,other
SNACKPACK_PISTACHIO,0.0,0.0,0.0,round5_candidate_24.py,portal,SNACKPACK,other
SNACKPACK_RASPBERRY,0.0,0.0,0.0,round5_candidate_24.py,portal,SNACKPACK,other
SNACKPACK_STRAWBERRY,0.0,0.0,0.0,round5_candidate_24.py,portal,SNACKPACK,other
SNACKPACK_VANILLA,0.0,0.0,0.0,round5_candidate_24.py,portal,SNACKPACK,other
TRANSLATOR_ASTRO_BLACK,0.0,0.0,0.0,round5_candidate_24.py,portal,TRANSLATOR,other
TRANSLATOR_ECLIPSE_CHARCOAL,0.0,0.0,0.0,round5_candidate_24.py,portal,TRANSLATOR,other
TRANSLATOR_GRAPHITE_MIST,-2080.0,-328.0,3825.0,round5_candidate_24.py,portal,TRANSLATOR,unresolved_non_pebbles
TRANSLATOR_SPACE_GRAY,0.0,0.0,0.0,round5_candidate_24.py,portal,TRANSLATOR,other
TRANSLATOR_VOID_BLUE,-979.5,-409.0,1295.0,round5_candidate_24.py,portal,TRANSLATOR,unresolved_non_pebbles
UV_VISOR_AMBER,0.0,0.0,0.0,round5_candidate_24.py,portal,UV_VISOR,long_horizon_non_pebbles
UV_VISOR_MAGENTA,0.0,0.0,0.0,round5_candidate_24.py,portal,UV_VISOR,other
UV_VISOR_ORANGE,-1640.0,-315.0,5290.0,round5_candidate_24.py,portal,UV_VISOR,unresolved_non_pebbles
UV_VISOR_RED,0.0,0.0,0.0,round5_candidate_24.py,portal,UV_VISOR,other
UV_VISOR_YELLOW,0.0,0.0,0.0,round5_candidate_24.py,portal,UV_VISOR,other
GALAXY_SOUNDS_BLACK_HOLES,0.0,0.0,0.0,round5_candidate_24.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_DARK_MATTER,0.0,0.0,0.0,round5_candidate_24.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_PLANETARY_RINGS,0.0,0.0,0.0,round5_candidate_24.py,full,GALAXY_SOUNDS,long_horizon_non_pebbles
GALAXY_SOUNDS_SOLAR_FLAMES,0.0,0.0,0.0,round5_candidate_24.py,full,GALAXY_SOUNDS,other
GALAXY_SOUNDS_SOLAR_WINDS,0.0,0.0,0.0,round5_candidate_24.py,full,GALAXY_SOUNDS,other
MICROCHIP_CIRCLE,0.0,0.0,0.0,round5_candidate_24.py,full,MICROCHIP,other
MICROCHIP_OVAL,0.0,0.0,0.0,round5_candidate_24.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_RECTANGLE,-20703.5,-11459.0,9244.5,round5_candidate_24.py,full,MICROCHIP,unresolved_non_pebbles
MICROCHIP_SQUARE,0.0,0.0,0.0,round5_candidate_24.py,full,MICROCHIP,long_horizon_non_pebbles
MICROCHIP_TRIANGLE,0.0,0.0,0.0,round5_candidate_24.py,full,MICROCHIP,long_horizon_non_pebbles
OXYGEN_SHAKE_CHOCOLATE,0.0,0.0,0.0,round5_candidate_24.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_EVENING_BREATH,0.0,0.0,0.0,round5_candidate_24.py,full,OXYGEN_SHAKE,long_horizon_non_pebbles
OXYGEN_SHAKE_GARLIC,0.0,0.0,0.0,round5_candidate_24.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MINT,0.0,0.0,0.0,round5_candidate_24.py,full,OXYGEN_SHAKE,other
OXYGEN_SHAKE_MORNING_BREATH,0.0,0.0,0.0,round5_candidate_24.py,full,OXYGEN_SHAKE,other
PANEL_1X2,0.0,0.0,0.0,round5_candidate_24.py,full,PANEL,other
PANEL_1X4,0.0,0.0,0.0,round5_candidate_24.py,full,PANEL,other
PANEL_2X2,0.0,0.0,0.0,round5_candidate_24.py,full,PANEL,other
PANEL_2X4,-22241.0,-21189.0,1052.0,round5_candidate_24.py,full,PANEL,unresolved_non_pebbles
PANEL_4X4,0.0,0.0,0.0,round5_candidate_24.py,full,PANEL,other
PEBBLES_L,-26940.5,-5769.0,28181.5,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_M,-15445.0,-5226.0,29909.0,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_S,-13140.0,-5210.0,82302.0,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_XL,-45415.0,-3717.0,41698.0,round5_candidate_24.py,full,PEBBLES,pebbles
PEBBLES_XS,-30733.0,-5173.0,25560.0,round5_candidate_24.py,full,PEBBLES,pebbles
ROBOT_DISHES,0.0,0.0,0.0,round5_candidate_24.py,full,ROBOT,other
ROBOT_IRONING,0.0,0.0,0.0,round5_candidate_24.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_LAUNDRY,0.0,0.0,0.0,round5_candidate_24.py,full,ROBOT,long_horizon_non_pebbles
ROBOT_MOPPING,-11503.5,-11113.5,13069.0,round5_candidate_24.py,full,ROBOT,unresolved_non_pebbles
ROBOT_VACUUMING,0.0,0.0,0.0,round5_candidate_24.py,full,ROBOT,other
SLEEP_POD_COTTON,-9424.5,-8606.0,5424.0,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_LAMB_WOOL,-27741.5,-23109.5,4632.0,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_NYLON,-12039.0,-5501.0,13531.0,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_POLYESTER,-9896.0,-9449.0,23800.5,round5_candidate_24.py,full,SLEEP_POD,unresolved_non_pebbles
SLEEP_POD_SUEDE,0.0,0.0,0.0,round5_candidate_24.py,full,SLEEP_POD,long_horizon_non_pebbles
SNACKPACK_CHOCOLATE,0.0,0.0,0.0,round5_candidate_24.py,full,SNACKPACK,other
SNACKPACK_PISTACHIO,0.0,0.0,0.0,round5_candidate_24.py,full,SNACKPACK,other
SNACKPACK_RASPBERRY,0.0,0.0,0.0,round5_candidate_24.py,full,SNACKPACK,other
