Strategy,Full Kevin,Full Xeeshan,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_candidate_4_vev4000_repair_mid9_hydrofairoff.py,skipped,skipped,"76,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_4_vev4000_repair_mid9_hydrofairoff_kevin_window,"76,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_4_vev4000_repair_mid9_hydrofairoff_xeeshan_window,pending
round4_candidate_6_hydro_more_mid9.py,skipped,skipped,"76,660",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_6_hydro_more_mid9_kevin_window,"76,660",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_6_hydro_more_mid9_xeeshan_window,pending
round4_candidate_7_exit_5200_5300_86600.py,skipped,skipped,"77,938",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_7_exit_5200_5300_86600_kevin_window,"77,938",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_7_exit_5200_5300_86600_xeeshan_window,pending
round4_candidate_8_late_mark_passive_cover.py,skipped,skipped,"76,930",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_8_late_mark_passive_cover_kevin_window,"76,930",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_candidate_8_late_mark_passive_cover_xeeshan_window,pending
round4_exp_18_c7_hydro_exit60300.py,skipped,skipped,"78,458",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_18_c7_hydro_exit60300_kevin_window,"78,458",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_18_c7_hydro_exit60300_xeeshan_window,pending
round4_exp_19_c7_hydro_exit60000.py,skipped,skipped,"78,310",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_19_c7_hydro_exit60000_kevin_window,"78,310",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_19_c7_hydro_exit60000_xeeshan_window,pending
round4_exp_20_c4_hydro_exit60300.py,skipped,skipped,"77,456",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_20_c4_hydro_exit60300_kevin_window,"77,456",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_20_c4_hydro_exit60300_xeeshan_window,pending
round4_exp_21_c6_hydro_exit60300.py,skipped,skipped,"77,258",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_21_c6_hydro_exit60300_kevin_window,"77,258",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_21_c6_hydro_exit60300_xeeshan_window,pending
round4_exp_22_c7_hydro_mark22_fade_exit60300.py,skipped,skipped,"78,458",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_22_c7_hydro_mark22_fade_exit60300_kevin_window,"78,458",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_22_c7_hydro_mark22_fade_exit60300_xeeshan_window,pending
round4_exp_23_c7_hydro_mark_exec_exit60300.py,skipped,skipped,"78,092",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_23_c7_hydro_mark_exec_exit60300_kevin_window,"79,288",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\fast_loop_batch1_window_20260427_215331\round4_exp_23_c7_hydro_mark_exec_exit60300_xeeshan_window,pending
