Strategy,Full Kevin,Full Xeeshan,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_exp_408_reentry80000_hydro075_weak86000_exit_5000_5100_92400.py,skipped,skipped,"84,566",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_408_reentry80000_hydro075_weak86000_exit_5000_5100_92400_kevin_window,"84,566",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_408_reentry80000_hydro075_weak86000_exit_5000_5100_92400_xeeshan_window,pending
round4_exp_409_reentry80000_hydro075_weak86000_exit_5000_5100_95500.py,skipped,skipped,"83,682",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_409_reentry80000_hydro075_weak86000_exit_5000_5100_95500_kevin_window,"83,682",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_409_reentry80000_hydro075_weak86000_exit_5000_5100_95500_xeeshan_window,pending
round4_exp_410_reentry80000_hydro075_weak86000_exit_vfe_92400.py,skipped,skipped,"84,551",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_410_reentry80000_hydro075_weak86000_exit_vfe_92400_kevin_window,"84,551",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_410_reentry80000_hydro075_weak86000_exit_vfe_92400_xeeshan_window,pending
round4_exp_411_reentry80000_hydro075_weak86000_exit_vfe_95500.py,skipped,skipped,"84,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_411_reentry80000_hydro075_weak86000_exit_vfe_95500_kevin_window,"84,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_411_reentry80000_hydro075_weak86000_exit_vfe_95500_xeeshan_window,pending
round4_exp_412_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_92400.py,skipped,skipped,"85,064",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_412_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_92400_kevin_window,"85,064",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_412_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_92400_xeeshan_window,pending
round4_exp_413_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_95500.py,skipped,skipped,"83,909",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_413_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_95500_kevin_window,"83,909",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_413_reentry80000_hydro075_weak86000_exit_vfe_5000_5100_95500_xeeshan_window,pending
round4_exp_414_reentry80000_hydro075_weak86000_exit_vfe95500_5000_5100_92400.py,skipped,skipped,"84,792",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_414_reentry80000_hydro075_weak86000_exit_vfe95500_5000_5100_92400_kevin_window,"84,792",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_414_reentry80000_hydro075_weak86000_exit_vfe95500_5000_5100_92400_xeeshan_window,pending
round4_exp_415_reentry80000_hydro075_weak86000_exit_vfe95500_5100_92400_5000_95500.py,skipped,skipped,"84,472",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_415_reentry80000_hydro075_weak86000_exit_vfe95500_5100_92400_5000_95500_kevin_window,"84,472",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_415_reentry80000_hydro075_weak86000_exit_vfe95500_5100_92400_5000_95500_xeeshan_window,pending
round4_exp_377_reentry80000_hydro075_weak86000.py,skipped,skipped,"84,080",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_377_reentry80000_hydro075_weak86000_kevin_window,"84,080",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_377_reentry80000_hydro075_weak86000_xeeshan_window,pending
round4_exp_378_reentry80000_hydro025_weak86000.py,skipped,skipped,"84,442",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_378_reentry80000_hydro025_weak86000_kevin_window,"84,442",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\plock_20260428_014851\round4_exp_378_reentry80000_hydro025_weak86000_xeeshan_window,pending
