strategy,tool,suite,capped,block,pnl
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:0,273547.5
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:10000,622327.0
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:20000,1585089.0
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:30000,1904886.5
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:40000,3130505.5
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:50000,4104458.0
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:60000,4948775.5
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:70000,6305039.0
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:80000,8223611.0
probe_c42_microuv_skipxs_panelhybrid.py,kevin,portal,False,4:90000,11211534.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:0,273147.0
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:10000,621865.0
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:20000,1584368.0
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:30000,1905045.0
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:40000,3130345.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:50000,4104258.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:60000,4948617.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:70000,6304515.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:80000,8222788.5
probe_c42_microuv_skipxs_panelhybrid.py,xeeshan,portal,False,4:90000,11211221.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:0,254821.0
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:10000,692318.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:20000,1360871.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:30000,1308204.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:40000,2557136.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:50000,3719294.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:60000,4544276.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:70000,5400952.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:80000,7095776.5
probe_c42_pure_skip_pebxs.py,kevin,portal,False,4:90000,10045837.0
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:0,254495.0
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:10000,692459.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:20000,1360893.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:30000,1308621.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:40000,2557672.0
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:50000,3719462.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:60000,4544754.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:70000,5401345.5
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:80000,7095804.0
probe_c42_pure_skip_pebxs.py,xeeshan,portal,False,4:90000,10046361.0
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:0,254821.0
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:10000,682648.5
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:20000,1604802.5
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:30000,1644359.0
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:40000,2995235.5
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:50000,4128123.5
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:60000,4982768.0
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:70000,6145151.5
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:80000,8039916.0
probe_c42_transplant_micro_uv_from39_skipxs.py,kevin,portal,False,4:90000,10968145.5
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:0,254495.0
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:10000,682599.5
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:20000,1604650.5
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:30000,1644740.0
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:40000,2995719.5
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:50000,4128272.0
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:60000,4982804.0
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:70000,6145223.0
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:80000,8039731.5
probe_c42_transplant_micro_uv_from39_skipxs.py,xeeshan,portal,False,4:90000,10968100.0
