product,category,timestamp_block,past1_future10_corr,z50_future10_corr,microprice_future10_corr
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,0,0.0034664295686514086,-0.016398059972259845,-0.01733713831204131
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,-0.0009624372856311929,-0.019300570148172234,0.03296558237683348
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,0.010008888999619122,0.015693949369377725,0.03342558664049523
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,0.007007049641431065,0.030607496102296752,-0.006084283300043891
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,-0.014243015339098476,-0.05157959992484862,-0.0017015921671896283
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,-0.021546383996049422,-0.055922871972841126,0.006376145521092121
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,6,0.0008151366429481416,-0.0024883195528352985,0.022798754550307162
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,7,-0.003550726670831858,0.049034291730144744,0.0453921475197563
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,8,0.019228708743973696,0.017298843510727767,-0.021274596310893477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,9,0.0236652189852053,0.022497320704890952,0.03818599800236079
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,0,-0.004010213566751424,0.05876342898671735,-0.01808609617264195
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,1,0.020557611841899335,0.03036794590839713,0.03636984333784093
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,-0.009848554819838597,0.021671229503441445,0.04939386075907223
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,0.0033703531970385742,-0.05168284445141984,0.045326452737462455
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,-0.02136848837287889,0.06906743177939063,0.02661999442647167
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,5,0.012121248342926216,-0.020788973261495303,0.023837328236633006
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,6,-0.0017490125162470567,0.0365452542759073,0.03463677217908874
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,7,-0.030409582531850398,-0.09303925089575558,-0.025593123843874112
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,8,-0.027479912956530853,-0.11920290503417305,-0.0023791735636932185
