product,category,day,past1_future10_corr,z50_future10_corr,microprice_future10_corr
ROBOT_VACUUMING,ROBOT,2,-0.0003425640228514829,-0.02995410788649626,0.014076575210422637
ROBOT_VACUUMING,ROBOT,3,-0.014229594014857325,0.005399419510300876,0.020829866566522234
ROBOT_VACUUMING,ROBOT,4,-0.005607966122985519,-0.018863431980664185,-0.00330348414832832
SLEEP_POD_COTTON,SLEEP_POD,2,0.012662276410418132,0.05624101446090999,0.006459712827541216
SLEEP_POD_COTTON,SLEEP_POD,3,-0.02968730163394966,0.005258318464043733,0.028910186012862167
SLEEP_POD_COTTON,SLEEP_POD,4,0.003940608391310829,0.027545176565954673,0.014774991645353437
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,0.010788626413604917,0.05835754211759479,-3.779438497471548e-05
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,0.011380919390173185,0.02196169691924677,0.023808974989598244
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,0.008016749043658294,0.020656602423660308,0.02579616296430996
SLEEP_POD_NYLON,SLEEP_POD,2,0.000115218682879437,0.016833982191488624,0.004510015058710347
SLEEP_POD_NYLON,SLEEP_POD,3,-0.0032875432615500667,-0.023101664595607644,0.006722301050817952
SLEEP_POD_NYLON,SLEEP_POD,4,-0.004412055767382525,-0.013066078175805105,0.02705825125849949
SLEEP_POD_POLYESTER,SLEEP_POD,2,0.009949341897288409,0.0003252130241476795,0.026055222357815638
SLEEP_POD_POLYESTER,SLEEP_POD,3,-0.006539266179675213,-0.022327057069161032,0.0026552213357164786
SLEEP_POD_POLYESTER,SLEEP_POD,4,-0.0011638619353727874,-0.02842918008108393,0.012701975727139598
SLEEP_POD_SUEDE,SLEEP_POD,2,-0.007623467120430507,0.019957553440002704,0.017035584558610456
SLEEP_POD_SUEDE,SLEEP_POD,3,-0.01791531932496054,-0.013426306408374502,0.029509931223049006
SLEEP_POD_SUEDE,SLEEP_POD,4,0.014269639528100906,-0.030831176563990093,0.004567467297195527
SNACKPACK_CHOCOLATE,SNACKPACK,2,0.002943725757554236,0.021272512612344814,0.05301649279303704
SNACKPACK_CHOCOLATE,SNACKPACK,3,-0.009425807809243748,0.048460804479316666,0.032596912625164474
SNACKPACK_CHOCOLATE,SNACKPACK,4,-0.020078900839881033,-0.04535347889198713,0.03489346875431248
SNACKPACK_PISTACHIO,SNACKPACK,2,-0.005838270884470732,0.001757390284539341,0.04436399422948335
SNACKPACK_PISTACHIO,SNACKPACK,3,-0.009640163997639417,-0.07705828275861719,0.029131111789792632
SNACKPACK_PISTACHIO,SNACKPACK,4,-0.00856931316154922,-0.05393176677196347,0.05085920174929891
SNACKPACK_RASPBERRY,SNACKPACK,2,-0.0034624053482393067,-0.00819272997993324,0.04233174662566954
SNACKPACK_RASPBERRY,SNACKPACK,3,-0.002913426158959437,-0.055943652727230654,0.03758859652544558
SNACKPACK_RASPBERRY,SNACKPACK,4,-0.02028707537224101,-0.04540791235311514,0.028975027811045845
SNACKPACK_STRAWBERRY,SNACKPACK,2,0.0035992377073242533,0.002977534349430225,0.021723240763787063
SNACKPACK_STRAWBERRY,SNACKPACK,3,-0.00971570908031759,-0.057840189793467105,0.026743992654741745
SNACKPACK_STRAWBERRY,SNACKPACK,4,-0.02032748838906157,-0.05950141429809864,0.041312299013034126
SNACKPACK_VANILLA,SNACKPACK,2,-0.0014062029623395367,0.013790039024288157,0.017451410232357634
SNACKPACK_VANILLA,SNACKPACK,3,0.0015261966155501643,0.05238240499019906,0.04385723547173973
SNACKPACK_VANILLA,SNACKPACK,4,-0.016622808879803375,-0.026904874323194824,0.0417827894201013
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,2,0.005911532612263283,-0.002153194806889733,0.00596510725185829
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,3,0.0019369434764864718,-0.03532244400321089,0.00482113650259597
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,4,0.009161899471161038,0.02878259631975533,-0.010004797996175768
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,2,-0.013408638443149181,0.012422413843984688,0.018946573932734818
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,3,-0.006878875849328354,0.005053802430980507,-0.010862488746502537
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,4,-0.021878727812007025,-0.023966440257346677,0.006800550385706261
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,2,-0.007639059300544876,-0.023356758044943655,0.01423416576312935
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,3,0.005747974389392175,0.017144004966693712,-0.010572283744662854
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,4,-0.017707906180567615,-0.018274083378197536,0.0174128622914597
TRANSLATOR_SPACE_GRAY,TRANSLATOR,2,0.007505327833317211,0.00870129228639021,0.00997256659372591
TRANSLATOR_SPACE_GRAY,TRANSLATOR,3,-0.0007031536219934194,0.01656301148253101,0.0021844519219495857
TRANSLATOR_SPACE_GRAY,TRANSLATOR,4,-0.0038787739475016365,-0.006388643556944984,0.005370906664919221
TRANSLATOR_VOID_BLUE,TRANSLATOR,2,-0.011226638685508446,-0.05180287377410293,0.018402146190976902
TRANSLATOR_VOID_BLUE,TRANSLATOR,3,-0.0008695829714441748,-0.019257647062393284,0.017745837847473023
TRANSLATOR_VOID_BLUE,TRANSLATOR,4,-0.02049835616343524,-0.01014662969886622,0.020655823703607464
UV_VISOR_AMBER,UV_VISOR,2,0.0018186697311366362,-0.02126131993224707,0.01215517534282157
UV_VISOR_AMBER,UV_VISOR,3,-0.007273677545402409,-0.008583613377908654,0.007419918557889957
UV_VISOR_AMBER,UV_VISOR,4,0.015279556257652665,0.048284478122027075,0.03463716864578935
UV_VISOR_MAGENTA,UV_VISOR,2,-0.004685383832697285,-0.04027034878608085,0.03673596711463932
UV_VISOR_MAGENTA,UV_VISOR,3,-0.007402074022278273,-0.045761199660267426,0.023053938700177894
UV_VISOR_MAGENTA,UV_VISOR,4,-0.0041090376140987955,-0.010018763354632669,0.014528719428899084
UV_VISOR_ORANGE,UV_VISOR,2,-0.004933669794523217,0.0022078006108584127,0.006938893344416571
UV_VISOR_ORANGE,UV_VISOR,3,-0.0061353685256194754,0.028300824492876,0.020299848402330227
UV_VISOR_ORANGE,UV_VISOR,4,0.01095691684928527,0.022493590021892936,0.02870991691285555
UV_VISOR_RED,UV_VISOR,2,-0.0061997158877647954,0.005154371332134675,0.02580889887064447
UV_VISOR_RED,UV_VISOR,3,-0.015987862195566242,-0.0013048949078461457,0.018442204851292106
UV_VISOR_RED,UV_VISOR,4,-0.001188057562884711,0.02573066514003835,0.026966805485680468
UV_VISOR_YELLOW,UV_VISOR,2,-0.007286602701518679,-0.042580286929246466,0.029197586168243427
UV_VISOR_YELLOW,UV_VISOR,3,-0.005901741027868691,-0.005644292423907425,0.012112626248052915
UV_VISOR_YELLOW,UV_VISOR,4,0.004222267121912511,-0.01681241479229657,0.02837373894250044
