product,category,day,past1_future10_corr,z50_future10_corr,microprice_future10_corr
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,2,0.0006797290466773924,-0.010978021465473938,0.013601861455532258
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,0.005729046758257825,0.05320606689562886,0.001678667822430511
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,0.006280787310971109,-0.018873236249074093,0.0236329057879489
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,-0.01811615357945188,-0.07572726127686184,0.021374406681236597
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,-0.0012739474138549654,0.041486836175912256,0.019215082568486242
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,-0.0024840728500043715,0.010879134579986053,0.024328363863729892
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,0.012332795135031507,0.04036758222823435,0.026068407490719644
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,0.010362986299605057,-0.023484000935614802,0.028582601118640805
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,0.007499049770600478,0.0681187226815552,0.026448784529607472
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,0.007130505779834894,-0.010552335748233128,0.024484359101208896
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,0.005450065911844172,0.007557478262469708,0.007463151855012807
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,4,-0.0058054800796050205,-0.03829113393164407,0.026087960872267845
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,2,-0.001737519975779416,0.01930350675881119,0.02816365285927047
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,3,-0.005532425132331937,0.0010894590555052726,0.020307322465886034
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,4,0.0019791290101331682,-0.004062404635160922,0.023878057699178255
MICROCHIP_CIRCLE,MICROCHIP,2,0.002824365958119766,-0.005797572018131013,0.012562809390602015
MICROCHIP_CIRCLE,MICROCHIP,3,-0.004148530257031609,-0.013706180029047346,0.00040160485339147225
MICROCHIP_CIRCLE,MICROCHIP,4,0.010054654355581658,-0.03192137512135716,0.006395613297396064
MICROCHIP_OVAL,MICROCHIP,2,-0.027863597464331175,-0.07160817594235841,0.010122668578203554
MICROCHIP_OVAL,MICROCHIP,3,0.012256698121865889,0.02040920143726125,-0.0004108289853634124
MICROCHIP_OVAL,MICROCHIP,4,0.0008277234095762557,-0.021276276645971048,0.00772371143386976
MICROCHIP_RECTANGLE,MICROCHIP,2,-0.003582773467304933,-0.03352533907775307,-0.0034880790478616806
MICROCHIP_RECTANGLE,MICROCHIP,3,0.01313008833638054,0.006374328167685952,0.0040805773796314245
MICROCHIP_RECTANGLE,MICROCHIP,4,0.0029953634934335627,-0.004105677302539155,0.003916250507667095
MICROCHIP_SQUARE,MICROCHIP,2,-0.010431076063066187,-0.001813045035443621,-0.0009190228322984129
MICROCHIP_SQUARE,MICROCHIP,3,0.014304299949517759,0.030603551596081895,0.0003000298922036484
MICROCHIP_SQUARE,MICROCHIP,4,-0.018472987822742936,-0.02608688005576185,0.011614380414130732
MICROCHIP_TRIANGLE,MICROCHIP,2,-0.006780599525129121,-0.008448931217794525,4.116221517761456e-05
MICROCHIP_TRIANGLE,MICROCHIP,3,-0.012876441712223545,0.04955394657603404,0.025514751525592686
MICROCHIP_TRIANGLE,MICROCHIP,4,-0.0026074819640937727,0.012106618922908229,0.0037370854608760507
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,2,-0.029888177834637958,0.034078703312100334,0.029065461991558208
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,3,0.0004292176777000987,-0.012863208900315752,0.012494945079088876
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,4,-0.0698366820312543,-0.05663966680737205,0.03933925534455174
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,2,-0.08016029318883454,-0.08905522467846047,0.014066128948997057
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,3,-0.04536712154372643,-0.02646075242185955,0.015897637078642866
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,4,-0.032188605004275624,-0.031859559321520195,0.025510603240952275
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,2,0.010630776072185141,-0.014462809231288815,0.02289075168518733
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,3,-0.006439381152487679,-0.03158358188591268,0.024086869575073572
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,4,-0.000234816015627924,-0.012141542652486055,0.023223044557837105
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,2,0.00569504697371259,0.03475587437289188,0.02492540882042449
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,3,0.00758589399516327,0.006508328695521996,0.03230170437828938
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,4,0.007353820955931046,0.02986245084615907,0.009301874454026126
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,2,-0.006981267666049197,-0.020150743041398834,0.015122225785804628
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,3,-0.020168920968835827,-0.018583873356704108,0.002964339566186701
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,4,-0.030975992483748774,-0.056188924972906666,0.008362872977784689
PANEL_1X2,PANEL,2,0.004479372779151602,0.023946292927407003,0.033449962776777586
PANEL_1X2,PANEL,3,-0.006057887735486332,0.0016910074717367634,0.013058603840467909
PANEL_1X2,PANEL,4,0.0009375384901609095,-0.03482458799599835,0.019878679578271528
PANEL_1X4,PANEL,2,-0.00027641232798571164,0.004192019682168652,0.012917629979385368
PANEL_1X4,PANEL,3,-0.005770536675414273,-0.005145134289199215,0.009875570017412943
PANEL_1X4,PANEL,4,0.0015778175351472312,0.04524812002081388,-0.007832050894888311
PANEL_2X2,PANEL,2,-0.001968909645710448,0.017319216277224946,-0.015243668958014676
PANEL_2X2,PANEL,3,-0.004263455224787635,0.02132037663971753,0.009333392378294917
PANEL_2X2,PANEL,4,-0.004093935223441186,-0.016418255468361977,0.015221522679848274
PANEL_2X4,PANEL,2,-0.00584832013311456,0.0069155037820417525,0.010763940308472962
PANEL_2X4,PANEL,3,-0.0015654919612200617,0.016372842709539398,0.023527287618641892
PANEL_2X4,PANEL,4,-0.005954610679530829,-0.030970980354360134,-0.002394205416760982
PANEL_4X4,PANEL,2,0.010322992193043166,0.05780744585634448,0.003533108723921151
PANEL_4X4,PANEL,3,-0.013944055013130235,-0.022209564779736984,0.010852370570282394
PANEL_4X4,PANEL,4,0.00317831129885671,-0.029546004961544626,-0.002872877441908658
PEBBLES_L,PEBBLES,2,-0.006067423514551184,-0.014594821243409814,-0.000879127285568101
PEBBLES_L,PEBBLES,3,-0.01409787788489871,-0.01641753313255137,0.014148203209267459
PEBBLES_L,PEBBLES,4,0.007145300961724848,-0.051663419218307714,0.014223548135467964
PEBBLES_M,PEBBLES,2,0.004389310633986898,-0.01205869632220277,0.013797924957343813
PEBBLES_M,PEBBLES,3,0.0128372361929348,-0.024612684393429802,-0.010606070425205661
PEBBLES_M,PEBBLES,4,-4.973618799368196e-05,0.0014244121754761715,0.012890772338276646
PEBBLES_S,PEBBLES,2,-0.01998233270119802,0.0018059728995375977,0.00929294997372422
PEBBLES_S,PEBBLES,3,0.00020306721525255536,-0.02450808958809841,0.012863749940956614
PEBBLES_S,PEBBLES,4,0.012128377535411865,0.05234727252770177,0.01317430022036911
PEBBLES_XL,PEBBLES,2,-0.0004447497992957715,-0.01602973553653902,0.008494889154022372
PEBBLES_XL,PEBBLES,3,0.026052987879360813,-0.01703485739758393,0.015589715537843397
PEBBLES_XL,PEBBLES,4,-0.0038949842133349454,-0.04352453177685318,0.006831529714724336
PEBBLES_XS,PEBBLES,2,-0.005213470541332968,-0.0163697478880613,0.01357269018427724
PEBBLES_XS,PEBBLES,3,0.008981920757136426,-0.021479233759607138,0.0025242159499634727
PEBBLES_XS,PEBBLES,4,-0.009479481841439165,-0.06000181187855184,-0.004762321585757321
ROBOT_DISHES,ROBOT,2,-0.0004096447684507647,-0.009997819725404719,0.011150168386890232
ROBOT_DISHES,ROBOT,3,0.004588553142147711,0.04622111877683806,0.00953785513297713
ROBOT_DISHES,ROBOT,4,-0.22317980082430441,-0.23591657992000128,-0.0018340599160142875
ROBOT_IRONING,ROBOT,2,-0.059110639251059485,-0.003973328260016824,0.004396368989087509
ROBOT_IRONING,ROBOT,3,-0.03516738196970794,-0.030772598531998825,0.0067504867914146525
ROBOT_IRONING,ROBOT,4,-0.04981086070709707,-0.049230416383395745,-0.00048284861711756774
ROBOT_LAUNDRY,ROBOT,2,0.001913768596940945,-0.036901400684436245,0.0017954022335375404
ROBOT_LAUNDRY,ROBOT,3,0.008438972018153272,0.02821577939078983,0.00949538758911069
ROBOT_LAUNDRY,ROBOT,4,0.00701663969149287,0.03947471304828186,0.017488312347540027
ROBOT_MOPPING,ROBOT,2,0.006010381327671274,0.017392417851411286,0.00800615848568344
ROBOT_MOPPING,ROBOT,3,-0.015721928045611133,-0.02320479237383838,0.0039669578823516806
ROBOT_MOPPING,ROBOT,4,-0.02037305635416598,-0.025496362297309515,0.010576810565579927
