product,category,horizon,split,model,r2,direction_accuracy,prediction_actual_corr
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,1,d23_to_d4,ridge,-0.006584628893396838,0.47505584512285925,0.00045657110977052743
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,5,d2_to_d3,ridge,-0.0011994816775240391,0.5140774258421317,0.04266856990034383
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,5,d2_to_d4,ridge,-0.012128045296869727,0.4956217162872154,-0.015741847923605574
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,5,d23_to_d4,ridge,-0.006411921215637939,0.4931198398799099,-0.002747221203298976
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,10,d2_to_d3,ridge,-0.0056639389605508406,0.5021265949462097,0.044052614311490046
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,10,d2_to_d4,ridge,-0.013772388538030311,0.5057817998994469,0.018176879163362553
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,10,d23_to_d4,ridge,-0.008145831670661074,0.5020110608345902,0.006446203215277151
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,25,d2_to_d3,ridge,0.0008125877576392604,0.5276864728192162,0.09082213979643775
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,25,d2_to_d4,ridge,-0.03993246067309464,0.4831097863884749,-0.025483735208650375
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,25,d23_to_d4,ridge,-0.03136300195084485,0.4756582215598609,-0.04431985663203872
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,50,d2_to_d3,ridge,0.002599938091984777,0.5247301029374843,0.1180348845876951
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,50,d2_to_d4,ridge,-0.09406207099987252,0.4834669338677355,-0.06892237113234673
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,50,d23_to_d4,ridge,-0.06772416732890174,0.4874749498997996,-0.07317997373010933
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,1,d2_to_d3,ridge,-0.0006800243155862251,0.49949290060851925,0.042587687431887955
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,1,d2_to_d4,ridge,0.005005639928467143,0.5090324177183866,0.0712363826582692
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,1,d23_to_d4,ridge,0.0025489474901625453,0.5073001732244494,0.05244275923980393
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,5,d2_to_d3,ridge,-0.003560185261140658,0.5134658947898314,0.03682888346387922
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,5,d2_to_d4,ridge,-0.002272610293826194,0.5005,0.05471082425547418
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,5,d23_to_d4,ridge,0.002205010649603323,0.507,0.05081970289149136
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,10,d2_to_d3,ridge,-0.006486127905370287,0.5062562562562563,0.05901116680608207
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,10,d2_to_d4,ridge,-0.010611873001440175,0.5028959959707883,0.03870827489108293
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,10,d23_to_d4,ridge,-0.0023027808788205206,0.49760765550239233,0.018761068422406053
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,25,d2_to_d3,ridge,-0.007750514972930667,0.5078441295546559,0.07416195466825301
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,25,d2_to_d4,ridge,-0.006042866618122478,0.49254102436598707,0.07194508484342209
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,25,d23_to_d4,ridge,0.0021914735100557747,0.5034808552958727,0.0554384487645265
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,50,d2_to_d3,ridge,-0.015063470597402207,0.5181702668360864,0.08349995892642083
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,50,d2_to_d4,ridge,-0.004939653847389147,0.4990094105993066,0.14297367535120398
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,50,d23_to_d4,ridge,0.0008049761946724576,0.49975235264982665,0.053508273004590816
MICROCHIP_CIRCLE,MICROCHIP,1,d2_to_d3,ridge,-0.010734914497122716,0.4869850897144301,0.015061301503171606
MICROCHIP_CIRCLE,MICROCHIP,1,d2_to_d4,ridge,-0.0044150351033585,0.4970104633781764,0.048594062122979634
MICROCHIP_CIRCLE,MICROCHIP,1,d23_to_d4,ridge,0.0016973827960699017,0.49800697558545093,0.05814021783920739
MICROCHIP_CIRCLE,MICROCHIP,5,d2_to_d3,ridge,-0.02924906627731194,0.4904040404040404,-0.010144109815212575
MICROCHIP_CIRCLE,MICROCHIP,5,d2_to_d4,ridge,-0.08546595160824788,0.5041177938607437,0.01329074105548961
MICROCHIP_CIRCLE,MICROCHIP,5,d23_to_d4,ridge,-0.024792980431655787,0.5058647367107562,0.013679588131354557
MICROCHIP_CIRCLE,MICROCHIP,10,d2_to_d3,ridge,-0.02031181219706002,0.499371385466432,0.026755551276359594
MICROCHIP_CIRCLE,MICROCHIP,10,d2_to_d4,ridge,-0.16768684947386547,0.4963686451289757,0.016670249436871856
MICROCHIP_CIRCLE,MICROCHIP,10,d23_to_d4,ridge,-0.06626780558473233,0.4971199599298773,0.01763592479298068
MICROCHIP_CIRCLE,MICROCHIP,25,d2_to_d3,ridge,-0.06056969477919627,0.5124681933842239,0.06163717272005904
MICROCHIP_CIRCLE,MICROCHIP,25,d2_to_d4,ridge,-0.44470942447015904,0.4988853108744117,0.039482949135789605
MICROCHIP_CIRCLE,MICROCHIP,25,d23_to_d4,ridge,-0.16619816576658675,0.504830319544216,0.039935371747433654
MICROCHIP_CIRCLE,MICROCHIP,50,d2_to_d3,ridge,-0.12016545937240974,0.5164163909391702,0.09029582708153658
MICROCHIP_CIRCLE,MICROCHIP,50,d2_to_d4,ridge,-0.8679483305472491,0.49096758228161347,0.0636115929185684
MICROCHIP_CIRCLE,MICROCHIP,50,d23_to_d4,ridge,-0.3117472352227486,0.4912150457807473,0.06646482790798078
MICROCHIP_OVAL,MICROCHIP,1,d2_to_d3,ridge,-0.02559001322305865,0.496740220661986,0.0008935563478623898
MICROCHIP_OVAL,MICROCHIP,1,d2_to_d4,ridge,-0.31071490865195694,0.49635036496350365,-0.0028136390267353988
MICROCHIP_OVAL,MICROCHIP,1,d23_to_d4,ridge,2.1108820144943863e-05,0.5164862824062422,0.041870537606526516
MICROCHIP_OVAL,MICROCHIP,5,d2_to_d3,ridge,-0.028769518787207238,0.48639798488664987,-0.007819844653833116
MICROCHIP_OVAL,MICROCHIP,5,d2_to_d4,ridge,-0.19732862686886277,0.47897897897897895,0.01112199820918081
MICROCHIP_OVAL,MICROCHIP,5,d23_to_d4,ridge,-0.010339407403344048,0.5097597597597597,-0.004820449404670082
MICROCHIP_OVAL,MICROCHIP,10,d2_to_d3,ridge,-0.07785967131851623,0.48564954682779454,-0.0021125556161303693
MICROCHIP_OVAL,MICROCHIP,10,d2_to_d4,ridge,-0.8033946250267641,0.48175,0.034921574415007664
MICROCHIP_OVAL,MICROCHIP,10,d23_to_d4,ridge,-0.007790574939243511,0.49375,0.024665161404651473
MICROCHIP_OVAL,MICROCHIP,25,d2_to_d3,ridge,-0.20328683442565998,0.4892758011607368,0.04261264052866522
MICROCHIP_OVAL,MICROCHIP,25,d2_to_d4,ridge,-3.148268472425406,0.46215139442231074,0.0837205570497472
MICROCHIP_OVAL,MICROCHIP,25,d23_to_d4,ridge,-0.058148517203204575,0.4701195219123506,0.016950911249628713
MICROCHIP_OVAL,MICROCHIP,50,d2_to_d3,ridge,-0.3526250707894245,0.4569486404833837,0.04136894304314167
MICROCHIP_OVAL,MICROCHIP,50,d2_to_d4,ridge,-5.137217600929474,0.44938765308672834,0.10841561443115269
MICROCHIP_OVAL,MICROCHIP,50,d23_to_d4,ridge,-0.04286285279081392,0.48087978005498627,0.009124480116066865
MICROCHIP_RECTANGLE,MICROCHIP,1,d2_to_d3,ridge,-0.005631757415015315,0.49623304871923657,0.0540346896604214
MICROCHIP_RECTANGLE,MICROCHIP,1,d2_to_d4,ridge,-0.013024598289822276,0.5077577577577578,0.006127960814843321
MICROCHIP_RECTANGLE,MICROCHIP,1,d23_to_d4,ridge,-0.005682529312634799,0.49674674674674674,0.005239032194162682
MICROCHIP_RECTANGLE,MICROCHIP,5,d2_to_d3,ridge,-0.04852150894555307,0.5047979797979798,0.04011824896990136
MICROCHIP_RECTANGLE,MICROCHIP,5,d2_to_d4,ridge,-0.01791001542363113,0.5193218648716031,0.055503264382668116
MICROCHIP_RECTANGLE,MICROCHIP,5,d23_to_d4,ridge,-0.0013998688985361607,0.5003739715781601,0.03958025442594077
MICROCHIP_RECTANGLE,MICROCHIP,10,d2_to_d3,ridge,-0.040951891617789116,0.49146586345381527,0.028763276577360844
MICROCHIP_RECTANGLE,MICROCHIP,10,d2_to_d4,ridge,-0.010467160825131216,0.5201703833625658,0.040292392705126204
MICROCHIP_RECTANGLE,MICROCHIP,10,d23_to_d4,ridge,-0.004506934393954998,0.5068905036331747,0.02158350002340616
MICROCHIP_RECTANGLE,MICROCHIP,25,d2_to_d3,ridge,-0.13179159583947175,0.48588709677419356,0.08527907724507176
MICROCHIP_RECTANGLE,MICROCHIP,25,d2_to_d4,ridge,-0.057133228054492946,0.5129805292061907,0.08321292336582549
MICROCHIP_RECTANGLE,MICROCHIP,25,d23_to_d4,ridge,-0.0032748464854281956,0.5109835247129306,0.042917504459870665
MICROCHIP_RECTANGLE,MICROCHIP,50,d2_to_d3,ridge,-0.25918203472944534,0.4761061946902655,0.1037561623570631
MICROCHIP_RECTANGLE,MICROCHIP,50,d2_to_d4,ridge,-0.11285352163720752,0.5325546719681908,0.08971609133510292
MICROCHIP_RECTANGLE,MICROCHIP,50,d23_to_d4,ridge,-0.015763332485795978,0.5059642147117296,0.021341711706046096
MICROCHIP_SQUARE,MICROCHIP,1,d2_to_d3,ridge,-0.026568353502560482,0.4913032518275775,0.02621803377896516
MICROCHIP_SQUARE,MICROCHIP,1,d2_to_d4,ridge,-0.01393050719071609,0.518279035065904,0.059435972633003764
MICROCHIP_SQUARE,MICROCHIP,1,d23_to_d4,ridge,0.0018158414213486074,0.5145486197463317,0.0521366651396205
MICROCHIP_SQUARE,MICROCHIP,5,d2_to_d3,ridge,-0.03200105861163771,0.483148893360161,0.012399192474346234
MICROCHIP_SQUARE,MICROCHIP,5,d2_to_d4,ridge,-0.0045519000747766825,0.5019950124688279,0.04388777266705319
MICROCHIP_SQUARE,MICROCHIP,5,d23_to_d4,ridge,-0.005961642082719099,0.499501246882793,0.022263136659534256
MICROCHIP_SQUARE,MICROCHIP,10,d2_to_d3,ridge,-0.005313122889460953,0.5032978183663115,0.01758121126516953
MICROCHIP_SQUARE,MICROCHIP,10,d2_to_d4,ridge,0.0049623271483099085,0.5318305672529106,0.08042120064728452
MICROCHIP_SQUARE,MICROCHIP,10,d23_to_d4,ridge,-0.0008652210956758832,0.507555115184543,0.05853947815629917
MICROCHIP_SQUARE,MICROCHIP,25,d2_to_d3,ridge,-0.05971796156676312,0.46345139412207986,0.04492618942777371
MICROCHIP_SQUARE,MICROCHIP,25,d2_to_d4,ridge,-0.0033482485313562904,0.5077577577577578,0.14218488899910472
MICROCHIP_SQUARE,MICROCHIP,25,d23_to_d4,ridge,-0.011153643468747143,0.5022522522522522,-0.006941513716207164
MICROCHIP_SQUARE,MICROCHIP,50,d2_to_d3,ridge,-0.10288804487422842,0.4393939393939394,0.14284874901034988
MICROCHIP_SQUARE,MICROCHIP,50,d2_to_d4,ridge,-0.03574995350229471,0.5207763125155511,0.06422620609887257
MICROCHIP_SQUARE,MICROCHIP,50,d23_to_d4,ridge,-0.05488789416785389,0.4583229659119184,-0.18163238447201527
MICROCHIP_TRIANGLE,MICROCHIP,1,d2_to_d3,ridge,-0.0014031994644339019,0.5057701956848971,0.01581316225878158
MICROCHIP_TRIANGLE,MICROCHIP,1,d2_to_d4,ridge,-0.029921195069820827,0.5007503751875938,0.013380407135821835
MICROCHIP_TRIANGLE,MICROCHIP,1,d23_to_d4,ridge,-0.023390698945701338,0.5002501250625313,0.007946600099437295
MICROCHIP_TRIANGLE,MICROCHIP,5,d2_to_d3,ridge,-0.003938698601006818,0.5135135135135135,0.03464275840736894
MICROCHIP_TRIANGLE,MICROCHIP,5,d2_to_d4,ridge,-0.3265350382914516,0.4866749688667497,0.0072216915869181796
MICROCHIP_TRIANGLE,MICROCHIP,5,d23_to_d4,ridge,-0.12854671933818285,0.4884184308841843,0.010382501899177173
MICROCHIP_TRIANGLE,MICROCHIP,10,d2_to_d3,ridge,-0.02759742481065186,0.5225270576390637,0.023282338078771905
MICROCHIP_TRIANGLE,MICROCHIP,10,d2_to_d4,ridge,-1.083306263948518,0.493389872786231,0.02483189079868358
MICROCHIP_TRIANGLE,MICROCHIP,10,d23_to_d4,ridge,-0.19667365222472344,0.49613369917685207,0.03275343961019381
MICROCHIP_TRIANGLE,MICROCHIP,25,d2_to_d3,ridge,-0.03150080815168188,0.5233082706766917,0.06568466684904026
MICROCHIP_TRIANGLE,MICROCHIP,25,d2_to_d4,ridge,-1.8778315335936897,0.49385502884374216,0.07319074459535076
MICROCHIP_TRIANGLE,MICROCHIP,25,d23_to_d4,ridge,-0.5706183441050672,0.4941058439929772,0.053497503001449016
MICROCHIP_TRIANGLE,MICROCHIP,50,d2_to_d3,ridge,-0.029438802313961787,0.5509118541033434,0.09977187676742756
MICROCHIP_TRIANGLE,MICROCHIP,50,d2_to_d4,ridge,-2.712089895422905,0.47999005717126525,0.09340607604212398
MICROCHIP_TRIANGLE,MICROCHIP,50,d23_to_d4,ridge,-1.0568386970900794,0.47999005717126525,0.06604312571164186
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1,d2_to_d3,ridge,-0.037146687480997365,0.5016279574560452,0.014992972705273415
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1,d2_to_d4,ridge,0.011951008317644063,0.5142148014440433,0.1214499580595483
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1,d23_to_d4,ridge,0.009592268358636025,0.5006768953068592,0.1129305379266455
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,5,d2_to_d3,ridge,-0.00971635193492193,0.5,0.02349448969060935
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,5,d2_to_d4,ridge,-0.09874306784153952,0.488952245188881,0.017949981081594433
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,5,d23_to_d4,ridge,-0.06916199335679107,0.48776431456402947,0.012969780379298891
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10,d2_to_d3,ridge,-0.013217805890728629,0.5141835518474375,0.019693528891622927
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10,d2_to_d4,ridge,-0.09356141051546452,0.4947853504729566,0.029279600774542742
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10,d23_to_d4,ridge,-0.11648378797238457,0.48775163715740966,0.030181633315108237
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,25,d2_to_d3,ridge,-0.010070394120912374,0.5157048940832725,0.0438617707749242
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,25,d2_to_d4,ridge,-0.1718598024779332,0.47810129679471497,0.02422778966322049
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,25,d23_to_d4,ridge,-0.1859172337134225,0.48152679226816736,0.04286966342804249
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,d2_to_d3,ridge,0.012324954129467769,0.5479049252634158,0.157634688591855
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,d2_to_d4,ridge,-0.5768814580612234,0.4754950495049505,0.06187514277002921
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,d23_to_d4,ridge,-0.6327011773486617,0.4561881188118812,0.07207002884210197
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1,d2_to_d3,ridge,-0.02935216376055494,0.5380329457364341,0.12313267947565143
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1,d2_to_d4,ridge,-0.05008667400733158,0.5304223335719399,0.08004296142979873
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1,d23_to_d4,ridge,-0.009895500445535,0.5323311858744929,0.09156016149454178
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,5,d2_to_d3,ridge,-0.030010516992662772,0.509953305480462,0.052633518161216676
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,5,d2_to_d4,ridge,-0.03227241373311185,0.5032397408207343,0.02518921902237973
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,5,d23_to_d4,ridge,-0.007049107581819758,0.5010799136069114,0.0376225659979544
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10,d2_to_d3,ridge,-0.03585557459651367,0.5009741841207989,0.04033584245260465
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10,d2_to_d4,ridge,-0.02264673032704878,0.5048614487117161,0.016642474200882645
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10,d23_to_d4,ridge,-0.0019309836146221837,0.5082644628099173,0.03795042534881951
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,25,d2_to_d3,ridge,-0.10473155002103995,0.4725274725274725,0.002533114739608768
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,25,d2_to_d4,ridge,-0.07031646324505303,0.5024425989252564,0.001783531695968154
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,25,d23_to_d4,ridge,-0.006135429500295331,0.5185637518319492,0.030671986520999547
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,d2_to_d3,ridge,-0.15020572390558118,0.47645017352503716,0.017323106107725195
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,d2_to_d4,ridge,-0.10856611518347337,0.4841596130592503,-0.010587058221467879
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,d23_to_d4,ridge,-0.008218900212036528,0.513180169286578,0.05934408022136347
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1,d2_to_d3,ridge,0.0031144218858829564,0.5004992511233151,0.05897313625335572
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1,d2_to_d4,ridge,0.0010211828959505453,0.48630997236875156,0.051127852406178086
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1,d23_to_d4,ridge,-0.00131042872113607,0.49334338106003517,0.05710161103221463
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,5,d2_to_d3,ridge,-7.202842565101619e-05,0.5026495079485238,0.023354792846374817
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,5,d2_to_d4,ridge,-0.010366985725924982,0.4830423940149626,-0.010426858810256604
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,5,d23_to_d4,ridge,-0.008157610736697407,0.48728179551122197,0.009590242778664776
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10,d2_to_d3,ridge,-0.004677829659160082,0.5024081115335868,0.030384826244058527
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10,d2_to_d4,ridge,-0.005062924297635885,0.49343246592317225,0.006493122822682557
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10,d23_to_d4,ridge,-0.02092145702534509,0.4857496902106567,0.029739860279169337
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,25,d2_to_d3,ridge,0.0027437468058659764,0.5336514314414867,0.05637931419718936
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,25,d2_to_d4,ridge,-0.028581357425288445,0.47896845267901855,0.05351899504977029
