product,category,test_day,model,feature,importance
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,ridge_lodo,roll_z_250,1.1804837231789127
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,spread,0.059776961443821414
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,top_imbalance,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,microprice_edge,0.004434400194954629
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,mid_diff_1,0.07981977531024881
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_5,0.11470905093004279
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_10,0.06636724620411133
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_25,0.05202570788531515
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_50,0.20334306878355093
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_100,0.14561337424183932
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_250,0.2739104150061156
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,spread,-0.5627164892736864
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,top_imbalance,-4.358842528705448
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,microprice_edge,4.607880294967395
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,mid_diff_1,-0.22460767965974188
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_5,-0.773745158207106
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_10,1.0613901166066768
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,roll_z_25,2.086128482097924
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,roll_z_50,-3.387088449900651
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,roll_z_100,-0.39599685265603946
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,ridge_lodo,roll_z_250,2.7195343380547747
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,spread,0.07503897410451264
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,top_imbalance,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,microprice_edge,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,mid_diff_1,0.03688284753952997
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_5,0.0676084440918462
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_10,0.05680807357851975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_25,0.1049120159872824
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_50,0.1582312907310685
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_100,0.170762940554331
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_250,0.32975541341290954
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,spread,-0.2917576251540953
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,top_imbalance,-2.268952893225142
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,microprice_edge,3.3465894638220273
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,mid_diff_1,0.2541146451539449
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_5,0.6417610616976952
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_10,-0.2920186748487287
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,roll_z_25,-3.36479373227483
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,roll_z_50,2.6437965471248
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,roll_z_100,1.712872454259889
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,ridge_lodo,roll_z_250,-0.6505755095490442
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,spread,0.011829466277015817
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,top_imbalance,0.0026788414250875064
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,microprice_edge,0.00415158489744877
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,mid_diff_1,0.05302597205738094
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_5,0.0679617602908416
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_10,0.09876033953153916
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_25,0.08455992385944704
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_50,0.1735775032608679
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_100,0.2542371749125543
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_250,0.249217433487817
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,spread,-0.39510432860036226
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,top_imbalance,-4.057652485197777
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,microprice_edge,5.1006863444920905
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,mid_diff_1,-0.1966729546412531
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_5,-0.10434303749036092
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_10,-0.4966407569944493
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,roll_z_25,1.1961511084375906
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,roll_z_50,-3.4192753974679158
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,roll_z_100,3.688420875442021
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,ridge_lodo,roll_z_250,-2.073282241700051
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,spread,0.018601346655589213
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,top_imbalance,0.023225606542563063
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,microprice_edge,0.012580844640613553
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,mid_diff_1,0.055912455887365306
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_5,0.06869219973886058
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_10,0.09683478532577632
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_25,0.083174022983844
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_50,0.20461321492299478
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_100,0.21295547814831525
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_250,0.2234100451540778
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,spread,0.10001635810631887
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,top_imbalance,-2.304274034022908
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,microprice_edge,2.9821657689199634
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,mid_diff_1,0.7586245240993368
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_5,-0.510449520917703
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_10,0.5058828971245125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,roll_z_25,-1.9270763672321753
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,roll_z_50,-0.04012075860121372
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,roll_z_100,2.2140790675045894
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,ridge_lodo,roll_z_250,-1.0328734582506887
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,spread,0.02085950297521452
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,top_imbalance,0.006159384668779157
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,microprice_edge,0.015157116241005093
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,mid_diff_1,0.0950901420754409
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_5,0.08396413184960545
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_10,0.18193811725989156
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_25,0.09137236309003223
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_50,0.08847485680105766
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_100,0.24920271444944897
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_250,0.16778167058952445
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,spread,0.030189779848854542
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,top_imbalance,0.3923419338721199
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,microprice_edge,0.7229752489098632
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,mid_diff_1,0.443622711369598
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_5,0.11143337077710376
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_10,-0.1418153217297849
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,roll_z_25,-0.5275851395850165
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,roll_z_50,2.2480904934758805
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,roll_z_100,1.087023661010546
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,ridge_lodo,roll_z_250,-1.8633881229311249
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,spread,0.05785048980713467
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,top_imbalance,0.008365545117612127
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,microprice_edge,0.005422012113896465
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,mid_diff_1,0.052219442093685474
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_5,0.06425040375757639
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_10,0.07565851140311178
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_25,0.16548470739680887
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_50,0.11761298459491112
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_100,0.21035431890562534
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_250,0.24278158480963782
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,spread,-0.8483670052010545
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,top_imbalance,-0.34511458490966423
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,microprice_edge,1.2348010044748319
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,mid_diff_1,0.49154220240913865
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_5,-0.35893981706344325
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_10,-0.25757609646934077
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,roll_z_25,0.7207478404152069
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,roll_z_50,-0.02705971550957356
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,roll_z_100,3.042946152811368
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,ridge_lodo,roll_z_250,-1.2775157976405116
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,spread,0.032292378724472895
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,top_imbalance,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,microprice_edge,0.003066655238782227
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,mid_diff_1,0.10025468453978957
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_5,0.08092580478095883
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_10,0.08060391242032493
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_25,0.12317880341168545
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_50,0.14457579625066577
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_100,0.22073970976116702
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,3,rf_depth4_lodo,roll_z_250,0.21436225487215319
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,spread,-0.8701382400146475
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,top_imbalance,-0.32567538760718945
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,microprice_edge,1.32384986523477
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,mid_diff_1,0.9759180136851283
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_5,0.04140727048998892
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,past_mid_diff_10,0.0004908322833552104
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,roll_z_25,-1.6175219416652604
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,roll_z_50,3.8351235778750628
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,roll_z_100,-1.8210193604667908
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,ridge_lodo,roll_z_250,-0.5103838287571859
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,spread,0.03172463617631487
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,top_imbalance,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,microprice_edge,0.01538041718168721
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,mid_diff_1,0.05129616647762581
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_5,0.07271621240499127
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,past_mid_diff_10,0.10019769571962281
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_25,0.14246624097131208
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_50,0.1582020160798944
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_100,0.19943503862137382
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,4,rf_depth4_lodo,roll_z_250,0.22858157636717774
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,spread,-0.7299548428195918
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,top_imbalance,0.028771927944871423
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,microprice_edge,0.5827371739165946
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,mid_diff_1,-0.369886167685445
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_5,-0.4503786262616349
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,past_mid_diff_10,1.0928389753445356
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,roll_z_25,1.179317862169594
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,roll_z_50,-1.983818930667912
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,roll_z_100,0.8386999065694577
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,ridge_lodo,roll_z_250,-0.950271023978388
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,spread,0.025992412539064244
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,top_imbalance,0.0
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,microprice_edge,0.002566733665774537
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,mid_diff_1,0.04975868480358996
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_5,0.14943896935189624
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,past_mid_diff_10,0.07737829025009846
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_25,0.12046377500895349
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_50,0.22191114347497062
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_100,0.11263102704582678
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,2,rf_depth4_lodo,roll_z_250,0.23985896385982575
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,spread,-0.8155495905261095
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,top_imbalance,-2.4614479463824646
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,microprice_edge,3.735822952407497
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,mid_diff_1,-0.16129177373710415
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_5,1.4705397072610276
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,past_mid_diff_10,1.234234200041955
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,roll_z_25,-2.8240016197303004
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,roll_z_50,-1.0407336542618741
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,roll_z_100,0.994693610570966
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,ridge_lodo,roll_z_250,-0.008133884147678393
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,spread,0.07660345865944944
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,top_imbalance,0.0075825201131986516
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,microprice_edge,0.02980890303806548
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,mid_diff_1,0.06235033584136305
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_5,0.1033887116582314
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,3,rf_depth4_lodo,past_mid_diff_10,0.07814617419560839
