product,category,test_day,model,r2,pred_actual_corr,direction_accuracy
PEBBLES_S,PEBBLES,2,ridge_lodo,-0.006310608902630133,-0.017677035940744754,0.5033003300330033
PEBBLES_S,PEBBLES,2,rf_depth4_lodo,-0.01017263703373672,-0.032595844242747404,0.5016501650165016
PEBBLES_S,PEBBLES,3,ridge_lodo,-0.007062894967273969,-0.0156370211541904,0.4934188322645967
PEBBLES_S,PEBBLES,3,rf_depth4_lodo,-0.011613192639322811,-0.030486646930432577,0.47586905163685456
PEBBLES_S,PEBBLES,4,ridge_lodo,-0.0009698558846105154,0.02135834513886601,0.4978383771200532
PEBBLES_S,PEBBLES,4,rf_depth4_lodo,-0.0011458999987590257,0.025522831810850737,0.48752909876953776
PEBBLES_XL,PEBBLES,2,ridge_lodo,-0.018184569368712822,-0.01593481704467984,0.497029702970297
PEBBLES_XL,PEBBLES,2,rf_depth4_lodo,-0.022296034266731768,-0.019944806841932873,0.4957095709570957
PEBBLES_XL,PEBBLES,3,ridge_lodo,-0.0006446324815105875,0.04531522495975692,0.4897063786702666
PEBBLES_XL,PEBBLES,3,rf_depth4_lodo,-0.014249964809869065,0.01029967026868126,0.49578130273371585
PEBBLES_XL,PEBBLES,4,ridge_lodo,-0.009036481848747169,0.022744312823568952,0.5114732291320253
PEBBLES_XL,PEBBLES,4,rf_depth4_lodo,-0.002031573212084359,0.03594614559425406,0.4828732956434985
PEBBLES_XS,PEBBLES,2,ridge_lodo,-0.004387015866766042,0.029419697269352504,0.5138613861386139
PEBBLES_XS,PEBBLES,2,rf_depth4_lodo,-0.007759680186119056,-0.003456255775084003,0.5168316831683168
PEBBLES_XS,PEBBLES,3,ridge_lodo,0.0016500829260700511,0.049496574908842655,0.5308808639892001
PEBBLES_XS,PEBBLES,3,rf_depth4_lodo,-0.005070071227828876,0.01583825819252807,0.5113061086736416
PEBBLES_XS,PEBBLES,4,ridge_lodo,-0.002986185251240503,0.01785945108517962,0.5024941802460925
PEBBLES_XS,PEBBLES,4,rf_depth4_lodo,-0.007380146793074305,0.011167131528372209,0.5014965081476555
ROBOT_DISHES,ROBOT,2,ridge_lodo,-0.03918127162368901,-0.02311888505393964,0.4976228209191759
ROBOT_DISHES,ROBOT,2,rf_depth4_lodo,-0.004790524019952169,-0.0026804267795782783,0.494770206022187
ROBOT_DISHES,ROBOT,3,ridge_lodo,-0.02964932547212329,0.0032861060648645257,0.4973839110529758
ROBOT_DISHES,ROBOT,3,rf_depth4_lodo,-0.007795698213777014,-0.0033542318143198247,0.4856115107913669
ROBOT_DISHES,ROBOT,4,ridge_lodo,-0.006000875469158062,-0.07468995499212676,0.20380337280229638
ROBOT_DISHES,ROBOT,4,rf_depth4_lodo,-0.017442952459714167,-0.1014534929328115,0.19590958019375673
ROBOT_IRONING,ROBOT,2,ridge_lodo,0.0027570324194777784,0.056056352046347284,0.4388631857237277
ROBOT_IRONING,ROBOT,2,rf_depth4_lodo,-0.006934864608692415,-0.011153826026726406,0.42795769993390614
ROBOT_IRONING,ROBOT,3,ridge_lodo,-0.001268960488525206,0.047757145235815854,0.438812937645882
ROBOT_IRONING,ROBOT,3,rf_depth4_lodo,-0.0031836108694927034,0.027177791289216945,0.44381460486828944
ROBOT_IRONING,ROBOT,4,ridge_lodo,-0.009830501563290683,0.004517179687544732,0.41445378151260504
ROBOT_IRONING,ROBOT,4,rf_depth4_lodo,-0.013390053303828253,-0.03033952859925008,0.4161344537815126
ROBOT_LAUNDRY,ROBOT,2,ridge_lodo,-0.010018523785320754,-0.015553576392157546,0.4897689768976898
ROBOT_LAUNDRY,ROBOT,2,rf_depth4_lodo,-0.010088262331539699,-0.007702493426332903,0.4897689768976898
ROBOT_LAUNDRY,ROBOT,3,ridge_lodo,0.00021714625011304278,0.039335093096243195,0.5062436719541006
ROBOT_LAUNDRY,ROBOT,3,rf_depth4_lodo,0.002534650730861343,0.05880879410986207,0.5086061424232197
ROBOT_LAUNDRY,ROBOT,4,ridge_lodo,-0.0029283568254518944,0.016336066800101523,0.4938476887263053
ROBOT_LAUNDRY,ROBOT,4,rf_depth4_lodo,-0.006932508454990938,0.010132372635227063,0.48952444296641173
ROBOT_MOPPING,ROBOT,2,ridge_lodo,-0.007223185015355238,-0.02382727566461094,0.5072607260726073
ROBOT_MOPPING,ROBOT,2,rf_depth4_lodo,-0.01996296536222708,-0.04534956488314712,0.4986798679867987
ROBOT_MOPPING,ROBOT,3,ridge_lodo,-0.00922619236290978,-0.026956096995126407,0.4863314208572393
ROBOT_MOPPING,ROBOT,3,rf_depth4_lodo,-0.010859321435534364,-0.0354543819695602,0.48835639554505567
ROBOT_MOPPING,ROBOT,4,ridge_lodo,-0.0026035122861605142,-0.024412580141271015,0.48885932823412037
ROBOT_MOPPING,ROBOT,4,rf_depth4_lodo,-0.006118676271302581,-0.007532455962351338,0.5084802128367143
ROBOT_VACUUMING,ROBOT,2,ridge_lodo,-0.004460083688074379,-0.011642416141188989,0.48514851485148514
ROBOT_VACUUMING,ROBOT,2,rf_depth4_lodo,-0.005373505014063973,0.007599107053865429,0.502970297029703
ROBOT_VACUUMING,ROBOT,3,ridge_lodo,-0.003664201482879159,-0.00017492169343939144,0.48498143773202834
ROBOT_VACUUMING,ROBOT,3,rf_depth4_lodo,-0.013026970312004282,-0.044720634297853196,0.481606479919001
ROBOT_VACUUMING,ROBOT,4,ridge_lodo,-0.006235853356503229,-0.015438733739095215,0.5034918523445294
ROBOT_VACUUMING,ROBOT,4,rf_depth4_lodo,-0.004273350574538037,0.0027810745404932597,0.504822081809112
SLEEP_POD_COTTON,SLEEP_POD,2,ridge_lodo,0.0005312544415371212,0.041961120057131575,0.5224422442244224
SLEEP_POD_COTTON,SLEEP_POD,2,rf_depth4_lodo,-0.0026124823746902504,0.024239432928330848,0.5148514851485149
SLEEP_POD_COTTON,SLEEP_POD,3,ridge_lodo,-0.004326616585412113,0.018744025892878165,0.5123185960175498
SLEEP_POD_COTTON,SLEEP_POD,3,rf_depth4_lodo,-0.006395951085705676,0.024310065019533388,0.501856226797165
SLEEP_POD_COTTON,SLEEP_POD,4,ridge_lodo,0.0009839363435950599,0.044562369237685584,0.5194546059195211
SLEEP_POD_COTTON,SLEEP_POD,4,rf_depth4_lodo,-0.004960464127438335,0.006521168695152772,0.5091453275690057
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,ridge_lodo,-0.0027898674688531244,0.0022831577050418522,0.497029702970297
SLEEP_POD_LAMB_WOOL,SLEEP_POD,2,rf_depth4_lodo,-0.0005868081547151238,0.022918594731283968,0.5079207920792079
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,ridge_lodo,-0.0015234699405552998,0.014676815346649932,0.49004387445156933
SLEEP_POD_LAMB_WOOL,SLEEP_POD,3,rf_depth4_lodo,-0.005661124741882295,-0.007813833564021438,0.48768140398245025
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,ridge_lodo,-0.00031671971461211257,0.015344241464291822,0.5004988360492185
SLEEP_POD_LAMB_WOOL,SLEEP_POD,4,rf_depth4_lodo,-0.003778100130885198,-0.009978605764956077,0.49983372131692716
SLEEP_POD_NYLON,SLEEP_POD,2,ridge_lodo,-0.007299909867486187,0.02042747582097953,0.4887788778877888
SLEEP_POD_NYLON,SLEEP_POD,2,rf_depth4_lodo,-0.00855099871531384,0.03670085179388135,0.4867986798679868
SLEEP_POD_NYLON,SLEEP_POD,3,ridge_lodo,-0.007659098901555028,0.010220018248036164,0.49915626054674317
SLEEP_POD_NYLON,SLEEP_POD,3,rf_depth4_lodo,0.0007267367790416701,0.0515388664627382,0.5190685116436045
SLEEP_POD_NYLON,SLEEP_POD,4,ridge_lodo,-0.0008808040863967914,0.030712050807235977,0.5001662786830728
SLEEP_POD_NYLON,SLEEP_POD,4,rf_depth4_lodo,-0.011838209790063559,-0.012591888138281356,0.474559361489857
SLEEP_POD_POLYESTER,SLEEP_POD,2,ridge_lodo,-0.008038537277154534,-0.012417607195696038,0.4848184818481848
SLEEP_POD_POLYESTER,SLEEP_POD,2,rf_depth4_lodo,-0.005429760628647529,0.016872673183098073,0.5072607260726073
SLEEP_POD_POLYESTER,SLEEP_POD,3,ridge_lodo,-0.011428520321376423,-0.04559620120420033,0.4724940938238272
SLEEP_POD_POLYESTER,SLEEP_POD,3,rf_depth4_lodo,-0.019782607200694358,-0.030122240645672958,0.4832939588255147
SLEEP_POD_POLYESTER,SLEEP_POD,4,ridge_lodo,-0.0023907375629803607,0.014260279667931348,0.4852011972065181
SLEEP_POD_POLYESTER,SLEEP_POD,4,rf_depth4_lodo,-0.008616813751496144,0.002703649365546545,0.49916860658463585
SLEEP_POD_SUEDE,SLEEP_POD,2,ridge_lodo,-0.006711593089455681,-0.02130419879636749,0.49471947194719473
SLEEP_POD_SUEDE,SLEEP_POD,2,rf_depth4_lodo,-0.016744208433215668,-0.05851291050909346,0.48151815181518154
SLEEP_POD_SUEDE,SLEEP_POD,3,ridge_lodo,-0.004361238979200932,-0.017942245729414382,0.498143773202835
SLEEP_POD_SUEDE,SLEEP_POD,3,rf_depth4_lodo,-0.0031779275598102785,0.006930232814750591,0.4944313196085049
SLEEP_POD_SUEDE,SLEEP_POD,4,ridge_lodo,-0.008947304566304659,-0.038691467135415526,0.47322913202527433
SLEEP_POD_SUEDE,SLEEP_POD,4,rf_depth4_lodo,-0.011099194686175151,-0.04605308349677035,0.47988027934818756
SNACKPACK_CHOCOLATE,SNACKPACK,2,ridge_lodo,-0.0006395791704270071,0.024529548568734735,0.5128712871287129
SNACKPACK_CHOCOLATE,SNACKPACK,2,rf_depth4_lodo,-0.0006869142352226021,0.032753967295905684,0.5089108910891089
SNACKPACK_CHOCOLATE,SNACKPACK,3,ridge_lodo,-0.009154905466054686,-0.01400473783815392,0.49105636179547757
SNACKPACK_CHOCOLATE,SNACKPACK,3,rf_depth4_lodo,-0.0037000229355848013,0.036582020692010615,0.5001687478906514
SNACKPACK_CHOCOLATE,SNACKPACK,4,ridge_lodo,-0.0013340045025518332,0.01901055929087147,0.49185234452943133
SNACKPACK_CHOCOLATE,SNACKPACK,4,rf_depth4_lodo,-0.004857096066118283,0.01187917422621039,0.5001662786830728
