Strategy,Full Kevin,Full Xeeshan,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_exp_355_c15_plus14_weak86000_hydro_m14_0p0_m22_1p5.py,skipped,skipped,"83,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_355_c15_plus14_weak86000_hydro_m14_0p0_m22_1p5_kevin_window,"83,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_355_c15_plus14_weak86000_hydro_m14_0p0_m22_1p5_xeeshan_window,pending
round4_exp_356_c15_plus14_weak86000_hydro_m14_0p0_m22_2p0.py,skipped,skipped,"83,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_356_c15_plus14_weak86000_hydro_m14_0p0_m22_2p0_kevin_window,"83,306",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_356_c15_plus14_weak86000_hydro_m14_0p0_m22_2p0_xeeshan_window,pending
round4_exp_357_c15_plus14_weak86000_hydro_m14_0p25_m22_1p5.py,skipped,skipped,"84,548",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_357_c15_plus14_weak86000_hydro_m14_0p25_m22_1p5_kevin_window,"84,548",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_357_c15_plus14_weak86000_hydro_m14_0p25_m22_1p5_xeeshan_window,pending
round4_exp_358_c15_plus14_weak86000_hydro_m14_0p25_m22_2p0.py,skipped,skipped,"84,548",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_358_c15_plus14_weak86000_hydro_m14_0p25_m22_2p0_kevin_window,"84,548",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_358_c15_plus14_weak86000_hydro_m14_0p25_m22_2p0_xeeshan_window,pending
round4_exp_359_c15_plus14_weak86000_hydro_m14_0p5_m22_1p5.py,skipped,skipped,"84,128",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_359_c15_plus14_weak86000_hydro_m14_0p5_m22_1p5_kevin_window,"84,128",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_359_c15_plus14_weak86000_hydro_m14_0p5_m22_1p5_xeeshan_window,pending
round4_exp_360_c15_plus14_weak86000_hydro_m14_0p5_m22_2p0.py,skipped,skipped,"84,128",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_360_c15_plus14_weak86000_hydro_m14_0p5_m22_2p0_kevin_window,"84,128",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_360_c15_plus14_weak86000_hydro_m14_0p5_m22_2p0_xeeshan_window,pending
round4_exp_361_c15_plus14_weak86000_hydro_m14_0p75_m22_1p5.py,skipped,skipped,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_361_c15_plus14_weak86000_hydro_m14_0p75_m22_1p5_kevin_window,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_361_c15_plus14_weak86000_hydro_m14_0p75_m22_1p5_xeeshan_window,pending
round4_exp_362_c15_plus14_weak86000_hydro_m14_0p75_m22_2p0.py,skipped,skipped,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_362_c15_plus14_weak86000_hydro_m14_0p75_m22_2p0_kevin_window,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_362_c15_plus14_weak86000_hydro_m14_0p75_m22_2p0_xeeshan_window,pending
round4_exp_363_c15_plus14_weak86000_hydro_m14_1p0_m22_1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_363_c15_plus14_weak86000_hydro_m14_1p0_m22_1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_363_c15_plus14_weak86000_hydro_m14_1p0_m22_1p5_xeeshan_window,pending
round4_exp_364_c15_plus14_weak86000_hydro_m14_1p0_m22_2p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_364_c15_plus14_weak86000_hydro_m14_1p0_m22_2p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_364_c15_plus14_weak86000_hydro_m14_1p0_m22_2p5_xeeshan_window,pending
round4_exp_365_c15_plus14_weak86000_hydro_m14_1p25_m22_1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_365_c15_plus14_weak86000_hydro_m14_1p25_m22_1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_365_c15_plus14_weak86000_hydro_m14_1p25_m22_1p5_xeeshan_window,pending
round4_exp_366_c15_plus14_weak86000_hydro_m14_1p25_m22_2p0.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_366_c15_plus14_weak86000_hydro_m14_1p25_m22_2p0_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_366_c15_plus14_weak86000_hydro_m14_1p25_m22_2p0_xeeshan_window,pending
round4_exp_367_c15_plus14_weak86000_hydro_m14_1p5_m22_1p5.py,skipped,skipped,"84,044",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_367_c15_plus14_weak86000_hydro_m14_1p5_m22_1p5_kevin_window,"84,044",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_367_c15_plus14_weak86000_hydro_m14_1p5_m22_1p5_xeeshan_window,pending
round4_exp_368_c15_plus14_weak86000_hydro_m14_1p5_m22_2p0.py,skipped,skipped,"84,044",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_368_c15_plus14_weak86000_hydro_m14_1p5_m22_2p0_kevin_window,"84,044",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_368_c15_plus14_weak86000_hydro_m14_1p5_m22_2p0_xeeshan_window,pending
round4_exp_369_c15_plus14_weak86000_hydro_exec_t0p6_s48_fw1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_369_c15_plus14_weak86000_hydro_exec_t0p6_s48_fw1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_369_c15_plus14_weak86000_hydro_exec_t0p6_s48_fw1p5_xeeshan_window,pending
round4_exp_370_c15_plus14_weak86000_hydro_exec_t1p0_s48_fw1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_370_c15_plus14_weak86000_hydro_exec_t1p0_s48_fw1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_370_c15_plus14_weak86000_hydro_exec_t1p0_s48_fw1p5_xeeshan_window,pending
round4_exp_371_c15_plus14_weak86000_hydro_exec_t1p2_s48_fw1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_371_c15_plus14_weak86000_hydro_exec_t1p2_s48_fw1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_371_c15_plus14_weak86000_hydro_exec_t1p2_s48_fw1p5_xeeshan_window,pending
round4_exp_372_c15_plus14_weak86000_hydro_exec_t0p8_s36_fw1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_372_c15_plus14_weak86000_hydro_exec_t0p8_s36_fw1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_372_c15_plus14_weak86000_hydro_exec_t0p8_s36_fw1p5_xeeshan_window,pending
round4_exp_373_c15_plus14_weak86000_hydro_exec_t0p8_s60_fw1p5.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_373_c15_plus14_weak86000_hydro_exec_t0p8_s60_fw1p5_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_373_c15_plus14_weak86000_hydro_exec_t0p8_s60_fw1p5_xeeshan_window,pending
round4_exp_374_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw1p0.py,skipped,skipped,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_374_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw1p0_kevin_window,"84,186",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_374_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw1p0_xeeshan_window,pending
round4_exp_375_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw2p0.py,skipped,skipped,"84,038",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_375_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw2p0_kevin_window,"84,038",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_375_c15_plus14_weak86000_hydro_exec_t0p8_s48_fw2p0_xeeshan_window,pending
round4_exp_319_c15_hydro_plus14_weak86000.py,skipped,skipped,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_319_c15_hydro_plus14_weak86000_kevin_window,"84,074",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_exp_319_c15_hydro_plus14_weak86000_xeeshan_window,pending
round4_candidate_16_best_combo.py,skipped,skipped,"83,590",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_candidate_16_best_combo_kevin_window,"83,596",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\continued_loop_hydro_grid_window_20260428_011533\round4_candidate_16_best_combo_xeeshan_window,pending
