product,test_day,samples,up_rate,accuracy,auc,mean_predicted_up_prob
ASH_COATED_OSMIUM,-1,6260,0.5027156549520767,0.7808306709265176,0.8620952184382946,0.4931377656368851
ASH_COATED_OSMIUM,0,6327,0.4977082345503398,0.7747747747747747,0.8595071287377636,0.5028739822962323
ASH_COATED_OSMIUM,1,6220,0.4972668810289389,0.7758842443729903,0.857178402266132,0.5022878820815491
