strategy,tool,suite,capped,block,pnl
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:0,165924.5
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:10000,408176.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:20000,1149649.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:30000,1238558.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:40000,2619138.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:50000,3792610.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:60000,4602538.5
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:70000,4943300.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:80000,6432799.0
probe_c35_anchor_all_reasonable.py,kevin,portal,False,4:90000,9261772.5
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:0,165924.5
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:10000,408176.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:20000,1149649.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:30000,1238558.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:40000,2619138.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:50000,3792610.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:60000,4602538.5
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:70000,4943300.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:80000,6432799.0
probe_c35_anchor_all_reasonable.py,kevin,portal,True,4:90000,9261772.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:0,165581.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:10000,408301.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:20000,1149678.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:30000,1238971.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:40000,2619650.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:50000,3792775.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:60000,4602929.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:70000,4943664.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:80000,6432787.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,False,4:90000,9262230.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:0,165581.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:10000,408301.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:20000,1149678.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:30000,1238971.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:40000,2619650.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:50000,3792775.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:60000,4602929.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:70000,4943664.5
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:80000,6432787.0
probe_c35_anchor_all_reasonable.py,xeeshan,portal,True,4:90000,9262230.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:0,163208.5
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:10000,498121.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:20000,1215239.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:30000,1303640.5
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:40000,2605104.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:50000,3702311.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:60000,4587372.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:70000,5118075.5
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:80000,6666275.5
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,False,4:90000,9692461.0
probe_c35_anchor_both_micro_uv_conservative.py,kevin,portal,True,4:0,163208.5
