avg_mid_minus_fair,buy_edge_gt_1_pct,buy_edge_p95,n,product,sell_edge_gt_1_pct,sell_edge_p95,start_days
0.006140072247032716,0.0012,-9.49979471603774,30000,VEV_4000,3.3333333333333335e-05,-9.50012865172448,7.0
0.007502929866652736,0.0012,-9.499989569814261,30000,VEV_4000,3.3333333333333335e-05,-9.500004726387033,6.0
0.00779632806419454,0.0012,-9.499999918547473,30000,VEV_4000,3.3333333333333335e-05,-9.500000012240434,5.0
0.007831731625962964,0.001,-9.499999999995453,30000,VEV_4000,3.3333333333333335e-05,-9.5,4.0
0.006311717820155597,0.0012,-7.492663433517009,30000,VEV_4500,3.3333333333333335e-05,-7.500019206194338,7.0
0.0076714349866189874,0.0012,-7.498084784479943,30000,VEV_4500,3.3333333333333335e-05,-7.500000283330337,6.0
0.007988213978493513,0.0012,-7.499688467860324,30000,VEV_4500,3.3333333333333335e-05,-7.500000000082764,5.0
0.008031045454681073,0.001,-7.499978227257088,30000,VEV_4500,3.3333333333333335e-05,-7.4999999999990905,4.0
-0.52100504137042,0.005433333333333333,-1.4459882265100532,30000,VEV_5000,3.3333333333333335e-05,-2.528530813117868,7.0
0.988977703610922,3.3333333333333335e-05,-3.161249314603083,30000,VEV_5000,0.0013,-0.7879486589154112,6.0
2.181245497935255,0.0,-4.132795500233442,30000,VEV_5000,0.0321,0.729062866043023,5.0
2.9687897570872424,0.0,-4.4642619972028115,30000,VEV_5000,0.21253333333333332,1.967968876823761,4.0
-2.869479506403411,0.36493333333333333,2.246316734947868,30000,VEV_5100,0.0,-3.7898133752350986,7.0
1.0167569707137674,3.3333333333333335e-05,-1.8484139787478853,30000,VEV_5100,0.017166666666666667,0.552140034191325,6.0
4.866161571669174,0.0,-5.686174995460533,30000,VEV_5100,0.9751333333333333,5.255813293701067,5.0
8.454918213747368,0.0,-8.450967042655975,30000,VEV_5100,0.9998666666666667,9.811997228029213,4.0
0.1260820791652072,0.0017,-0.158783597562433,30000,VEV_5200,0.0021333333333333334,0.0461022265885731,7.0
5.763691224551974,0.0,-6.09941493424094,30000,VEV_5200,1.0,5.578677593181055,6.0
12.014994372447662,0.0,-11.898939610437083,30000,VEV_5200,1.0,12.884164970339498,5.0
19.15038446142653,0.0,-17.84963885876823,30000,VEV_5200,1.0,22.206354594753066,4.0
0.4977364103013775,0.00016666666666666666,-0.29694974870130864,30000,VEV_5300,0.017933333333333332,0.7303856156013353,7.0
6.170103042773268,0.0,-5.656497133621542,30000,VEV_5300,1.0,6.322388127257909,6.0
12.425824087670573,0.0,-11.149397585115139,30000,VEV_5300,1.0,13.214459314492387,5.0
19.481323071742963,0.0,-17.074650371519738,30000,VEV_5300,1.0,21.856593657442545,4.0
0.1504906723394077,0.0,0.03408208759185527,30000,VEV_5400,0.0001,0.35403850703687567,7.0
3.342117843607341,0.0,-2.794212881346823,30000,VEV_5400,0.9972,3.7304974912067337,6.0
6.406351287911695,0.0,-4.736421931017986,30000,VEV_5400,1.0,7.49266528081057,5.0
9.132792134942196,0.0,-5.790912814786481,30000,VEV_5400,1.0,11.274552955564332,4.0
0.06539840013560269,0.0,0.032329618246876635,30000,VEV_5500,0.0,0.18229518504119824,7.0
1.7354497853011206,0.0,-1.1318144852566405,30000,VEV_5500,0.6073,2.2113893330141536,6.0
3.0836121471597173,0.0,-1.7821415885703829,30000,VEV_5500,0.8421666666666666,4.16309724690359,5.0
4.017815571262923,0.0,-1.987256039090775,30000,VEV_5500,0.8422,5.816391893212881,4.0
0.3107602049711746,0.0,-0.5497436391765049,30000,VEV_6000,0.0,-0.02247475768931384,7.0
0.4279205707629639,0.0,-0.7916015698510144,30000,VEV_6000,0.0,-0.0027761314266009363,6.0
0.4801712992293298,0.0,-0.9272048910984694,30000,VEV_6000,0.0,-5.7823059561395995e-05,5.0
0.49679027218413824,0.0,-0.984260485260297,30000,VEV_6000,0.0,-1.752986644731891e-09,4.0
0.32966272048445555,0.0,-0.569670794390845,30000,VEV_6500,0.0,-0.018546217019520084,7.0
0.4400550688408415,0.0,-0.8149095795637766,30000,VEV_6500,0.0,-0.001806567609365789,6.0
0.48512366348668856,0.0,-0.941317716442811,30000,VEV_6500,0.0,-2.265963852340902e-05,5.0
0.4979165701107955,0.0,-0.9890569299503774,30000,VEV_6500,0.0,-2.5114441082330075e-10,4.0
