strategy,tool,suite,capped,block,pnl
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:0,128028.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:10000,509398.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:20000,1543459.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:30000,1728594.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:40000,3035657.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:50000,3965917.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:60000,4938382.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:70000,5995759.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:80000,7714509.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,False,4:90000,10741516.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:0,128028.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:10000,509398.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:20000,1543459.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:30000,1728594.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:40000,3035657.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:50000,3965917.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:60000,4938382.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:70000,5995759.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:80000,7714509.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,kevin,portal,True,4:90000,10741516.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:0,127642.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:10000,509349.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:20000,1543338.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:30000,1729005.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:40000,3036177.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:50000,3966082.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:60000,4938465.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:70000,5995868.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:80000,7714369.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,False,4:90000,10742087.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:0,127642.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:10000,509349.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:20000,1543338.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:30000,1729005.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:40000,3036177.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:50000,3966082.0
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:60000,4938465.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:70000,5995868.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:80000,7714369.5
probe_pivot_portal_all_fresh_no_robot_micro_uv.py,xeeshan,portal,True,4:90000,10742087.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:0,127473.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:10000,507111.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:20000,1512061.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:30000,1633475.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:40000,2926535.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:50000,3862225.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:60000,4779482.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:70000,5670797.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:80000,7495643.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,False,4:90000,10605730.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:0,127473.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:10000,507111.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:20000,1512061.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:30000,1633475.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:40000,2926535.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:50000,3862225.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:60000,4779482.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:70000,5670797.5
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:80000,7495643.0
probe_pivot_portal_oxygen_snack.py,kevin,portal,True,4:90000,10605730.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:0,127091.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:10000,507046.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:20000,1511941.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:30000,1633886.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:40000,2927043.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:50000,3862390.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:60000,4779561.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:70000,5670913.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:80000,7495495.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,False,4:90000,10606273.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:0,127091.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:10000,507046.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:20000,1511941.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:30000,1633886.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:40000,2927043.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:50000,3862390.0
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:60000,4779561.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:70000,5670913.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:80000,7495495.5
probe_pivot_portal_oxygen_snack.py,xeeshan,portal,True,4:90000,10606273.5
probe_pivot_portal_panel.py,kevin,portal,False,4:0,128028.0
probe_pivot_portal_panel.py,kevin,portal,False,4:10000,509398.5
probe_pivot_portal_panel.py,kevin,portal,False,4:20000,1540162.5
probe_pivot_portal_panel.py,kevin,portal,False,4:30000,1753824.0
probe_pivot_portal_panel.py,kevin,portal,False,4:40000,3090790.5
probe_pivot_portal_panel.py,kevin,portal,False,4:50000,4043882.0
probe_pivot_portal_panel.py,kevin,portal,False,4:60000,5021938.5
probe_pivot_portal_panel.py,kevin,portal,False,4:70000,6088721.5
probe_pivot_portal_panel.py,kevin,portal,False,4:80000,7782136.0
probe_pivot_portal_panel.py,kevin,portal,False,4:90000,10757120.5
probe_pivot_portal_panel.py,kevin,portal,True,4:0,128028.0
probe_pivot_portal_panel.py,kevin,portal,True,4:10000,509398.5
probe_pivot_portal_panel.py,kevin,portal,True,4:20000,1540162.5
probe_pivot_portal_panel.py,kevin,portal,True,4:30000,1753824.0
probe_pivot_portal_panel.py,kevin,portal,True,4:40000,3090790.5
probe_pivot_portal_panel.py,kevin,portal,True,4:50000,4043882.0
probe_pivot_portal_panel.py,kevin,portal,True,4:60000,5021938.5
probe_pivot_portal_panel.py,kevin,portal,True,4:70000,6088721.5
probe_pivot_portal_panel.py,kevin,portal,True,4:80000,7782136.0
