Strategy,Full Kevin,Full Kevin Run,Full Xeeshan,Full Xeeshan Run,Window Kevin,Window Kevin Run,Window Xeeshan,Window Xeeshan Run,Official
round4_exp_02_mid9_static20_hydrofairoff.py,"377,844",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_02_mid9_static20_hydrofairoff_kevin_full,"379,622",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_02_mid9_static20_hydrofairoff_xeeshan_full,"76,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_02_mid9_static20_hydrofairoff_kevin_window,"76,936",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_02_mid9_static20_hydrofairoff_xeeshan_window,pending
round4_exp_10_mid9_hydrofairoff_exit_static_86600.py,"377,142",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_10_mid9_hydrofairoff_exit_static_86600_kevin_full,"378,920",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_10_mid9_hydrofairoff_exit_static_86600_xeeshan_full,"77,752",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_10_mid9_hydrofairoff_exit_static_86600_kevin_window,"77,752",C:\Users\kushagra\OneDrive\Documents\CS Projects\IMC Trading Comp\ROUND4\research\outputs\strategy_runs\r4_static_exit_full_20260427_201309\round4_exp_10_mid9_hydrofairoff_exit_static_86600_xeeshan_window,pending
